nporpoise,df1,df2,Pillai,approxF,p
6,1,55,0.9229622669280346,5.2223354652477605,3.0568220577405073e-4
13,1,62,0.9239581545831974,7.477325549808679,1.0834405484007489e-6
11,1,60,0.8765706514288768,4.006144063890563,4.885785678012847e-4
15,1,64,0.8857649176346496,5.1692521497133255,1.9261804596912914e-5
14,1,63,0.8888910109719516,5.128315315391666,2.7806120839170113e-5
4,1,53,0.8303623717486133,1.8826609772388465,0.09332398176630426
15,1,64,0.8732052186471725,4.591173281899955,5.8833879461186064e-5
13,1,62,0.8545011749782805,3.614097068008726,7.097984296484126e-4
7,1,56,0.8685324568055415,3.0491262266711816,0.0067278857968894636
11,1,60,0.8749372671498293,3.946454268030457,5.475696856838818e-4
8,1,57,0.8439982176511635,2.635730263236711,0.013151633136652706
2,1,51,0.8613607781718148,2.0709886827439883,0.07878729026708954
7,1,56,0.8456143507247655,2.5279781399407573,0.018732565531752923
8,1,57,0.897685663946844,4.274416062112646,6.428958556587727e-4
4,1,53,0.8644299732742853,2.4524083580555414,0.03189754865167716
12,1,61,0.9083902661337186,5.847821119312461,1.5980708092724513e-5
8,1,57,0.9046024711242419,4.6196560139158285,3.745367125002141e-4
13,1,62,0.88863952505874,4.910674928714996,5.490408927119947e-5
14,1,63,0.8625158972536467,4.021518087453862,2.411420606144135e-4
9,1,58,0.8871807425583648,4.032684611478059,7.474830799957128e-4
5,1,54,0.8498940627018096,2.322856067775836,0.03591576688928409
12,1,61,0.9354977388071016,8.553247350991366,4.6244178320142773e-7
3,1,52,0.7434304194872936,1.0401562716211143,0.4926489317738452
3,1,52,0.837221676580116,1.8463214779190498,0.10795484455772802
2,1,51,0.7039591340409271,0.7926373405242958,0.7234066395853755
17,1,66,0.8977164171759148,6.301249262078033,1.3470917246911323e-6
3,1,52,0.7001984969853418,0.838399087671796,0.6811307484795063
11,1,60,0.9385013937882691,8.608504733052108,7.119070546336086e-7
10,1,59,0.9026202526997698,4.991040779935474,1.1599074734120608e-4
5,1,54,0.8294353455601254,1.9950274488389628,0.06882476085565004
4,1,53,0.8093583777657338,1.6328631707378511,0.15333294795567096
9,1,58,0.8554750903871847,3.0354986952272056,0.004938708653221673
17,1,66,0.8891669436117621,5.759800261866564,3.524091338653496e-6
7,1,56,0.8489195325790749,2.593379685177155,0.016391639346501195
9,1,58,0.8865546016845334,4.007596537454828,7.809953675387924e-4
15,1,64,0.873811844439327,4.616449357215022,5.592429189344353e-5
15,1,64,0.8818088426214296,4.973913233327965,2.7814783148364052e-5
10,1,59,0.8516092118527095,3.09021073415332,0.003740892041901361
15,1,64,0.9199590712754261,7.662405437940095,3.5789641721392333e-7
14,1,63,0.890226457152402,5.19850203018742,2.451383303220253e-5
9,1,58,0.8714590477207791,3.4767291499713657,0.0020615689484597714
16,1,65,0.8966763181415053,6.0080699931858526,3.140262257522694e-6
15,1,64,0.9129045945601619,6.987774612984676,9.420764022982482e-7
2,1,51,0.881721264423597,2.484868363775732,0.03973087787690294
15,1,64,0.8854927297137658,5.155379959719569,1.9764767319083753e-5
11,1,60,0.9065304140555818,5.471043076084696,3.995563820254192e-5
15,1,64,0.8849946884312593,5.130167041037244,2.0715319064226514e-5
16,1,65,0.8966097860488607,6.003758268392094,3.1637000797223885e-6
6,1,55,0.9408947610534977,6.939039941345517,4.38900254468591e-5
5,1,54,0.8135341620620803,1.7899128796968378,0.10491504581929877
15,1,64,0.8781734917632151,4.805596113539736,3.847929862635019e-5
6,1,55,0.813209936872485,1.8977247525584031,0.07801940120349664
11,1,60,0.939721437315967,8.794159129353304,5.836279015762694e-7
10,1,59,0.8980121565668592,4.741202393392579,1.7325360641455036e-4
2,1,51,0.7583151598030162,1.0458732940316764,0.49138116359255385
4,1,53,0.9250200865644875,4.744963551831088,0.0010789033205445791
7,1,56,0.9064398083164514,4.471526052689309,6.245476215047374e-4
7,1,56,0.8972074927058479,4.028462548143287,0.0012351445271673886
6,1,55,0.9071164797813155,4.257049546206182,0.0011346821361508195
4,1,53,0.9076294232914843,3.779214682496525,0.0038231181148506363
5,1,54,0.8866532756557556,3.209225428587241,0.007330049818158917
11,1,60,0.8930667457692423,4.71117469329066,1.3706170232522758e-4
13,1,62,0.8741134751516348,4.273022750899173,1.8179219755341957e-4
16,1,65,0.8705964582079401,4.657682599458584,3.9860092858415254e-5
2,1,51,0.8467568571119211,1.8418591552257348,0.11755175057107577
2,1,51,0.8188862706255534,1.5071308572315785,0.21524940009527338
13,1,62,0.8846803611784255,4.720953771321176,7.751383373297745e-5
12,1,61,0.9220180028674497,6.972817147719574,3.2153164169432785e-6
13,1,62,0.9338424368445033,8.68641832343004,2.4373779131714043e-7
7,1,56,0.9117194246946976,4.766547784414447,4.0673936010070504e-4
9,1,58,0.8705823220122408,3.449702388177737,0.0021709494447793437
5,1,54,0.870817914672832,2.7655431537263993,0.015742969321422027
14,1,63,0.8983118017842474,5.662809536244118,1.0961935520142414e-5
7,1,56,0.8904658990868771,3.752112426092701,0.001938097356050976
7,1,56,0.9018243063946209,4.239609496668308,8.871634670403316e-4
9,1,58,0.8687388623582508,3.3940518641365802,0.0024165541668492675
12,1,61,0.8724600936469252,4.03424906170916,3.6770217081242656e-4
2,1,51,0.8495442653822837,1.882157715780078,0.10945557181136455
6,1,55,0.8891742925866726,3.4972823837606946,0.0037017581709579187
12,1,61,0.8840331143841341,4.495704610504573,1.5310263857837595e-4
6,1,55,0.9177252805159566,4.8621751510528615,4.8780026592104526e-4
14,1,63,0.9011653572638763,5.8448139722878825,8.100078879050427e-6
2,1,51,0.8135345578766255,1.4543080094136194,0.23708127288842518
9,1,58,0.9123103129494168,5.335307471998222,9.49651843835345e-5
3,1,52,0.7850722913566707,1.311235411744752,0.29961852276430573
11,1,60,0.8808962251600824,4.172124854891927,3.578064650073421e-4
2,1,51,0.7450860272880129,0.974297353941498,0.5528884253181707
6,1,55,0.8917516901433955,3.5909315878061685,0.003173428650459508
4,1,53,0.8919709471494598,3.175680429025652,0.00942586929135407
2,1,51,0.8673759393370933,2.1800366514733724,0.06545959230930884
9,1,58,0.8647521544008913,3.2788887787313534,0.0030261617486338323
8,1,57,0.8656201886205027,3.1382124684890678,0.004768069267430302
16,1,65,0.8910865978400937,5.664189107702727,5.754284082202325e-6
10,1,59,0.9177847175725903,6.0109477996011496,2.5819524091371417e-5
5,1,54,0.8246800858291197,1.9297881431338146,0.07861788913483908
11,1,60,0.9175878222568111,6.280790745966354,1.2233518754614494e-5
9,1,58,0.936329200818298,7.541429149682374,5.936195045949168e-6
2,1,51,0.758581972299645,1.0473975777279665,0.49012236085156957
17,1,66,0.8917105510732443,5.911955904008685,2.6723657882650997e-6
6,1,55,0.8428765717699406,2.3383383404452034,0.031080928478670385
2,1,51,0.8565018903314037,1.989577638129319,0.09067786305717464
12,1,61,0.907074443265736,5.756665411927063,1.837922818350211e-5
13,1,62,0.9314599007431409,8.363076490696015,3.5695443290988397e-7
15,1,64,0.8872230902682283,5.244708882213552,1.6755812919902036e-5
12,1,61,0.8798991597884644,4.320659940363816,2.1195396260427786e-4
6,1,55,0.9009828989050277,3.966346530822461,0.0017530410297375864
8,1,57,0.8919613828314,4.022129313202675,9.721340698005701e-4
3,1,52,0.8931395831102058,3.000308427135033,0.015025160613413718
4,1,53,0.8137384644253652,1.6803057674024444,0.1394270888089616
2,1,51,0.7607462284950204,1.0598874766733988,0.47989259814865637
4,1,53,0.88352897022215,2.9176253987706433,0.014298161550875769
15,1,64,0.8696873286935356,4.44923388224331,7.848774295898971e-5
7,1,56,0.8933921542694141,3.8677719975138563,0.0016010686487120623
10,1,59,0.8926352002674857,4.476790572128212,2.6923119189277986e-4
13,1,62,0.8827876714760275,4.634785082069659,9.093772829203238e-5
2,1,51,0.8900048819539789,2.697104192029103,0.028529198542587994
17,1,66,0.8908531706811035,5.859876056521574,2.9360814009869234e-6
11,1,60,0.867990181322618,3.7090838530469874,8.708489983600828e-4
7,1,56,0.8375085349042088,2.378847408983278,0.025533506772029233
9,1,58,0.8946837490618371,4.356518342790847,4.3085198230434534e-4
7,1,56,0.8693668081143553,3.071548764428495,0.0064508662441639586
5,1,54,0.8645955505278599,2.619602740279272,0.020518481335809816
5,1,54,0.9020192602679996,3.776856397613329,0.002996463983703039
12,1,61,0.907998824750649,5.820430934062287,1.6663659000313384e-5
16,1,65,0.874532106603645,4.825499880349016,2.8338351759851362e-5
3,1,52,0.8454363605927758,1.9635276237111032,0.08680639939601126
16,1,65,0.8794915295089173,5.052580525810727,1.8081721308271137e-5
3,1,52,0.895973455853579,3.0918214155069124,0.013069908742548323
8,1,57,0.8288525746791119,2.3593692486023308,0.02383486414305159
10,1,59,0.9223623270202612,6.397108756156404,1.536328868056986e-5
17,1,66,0.9115958008161402,7.4032573398716215,2.269526136412579e-7
11,1,60,0.8739739105828016,3.9119751013334527,5.851207121002791e-4
9,1,58,0.9105532875667682,5.220431150322634,1.1219670600523891e-4
3,1,52,0.8642960029990403,2.2863004074853226,0.04855816017463806
13,1,62,0.894194240221249,5.200788499117262,3.296610258434031e-5
7,1,56,0.8369373740564524,2.3688983652194158,0.02607340086488674
10,1,59,0.9199258079903827,6.1860713596895485,2.0340807376784493e-5
13,1,62,0.9143472720147607,6.569262387226511,3.7914003659566515e-6
9,1,58,0.8695973882012527,3.4197733650686644,0.0022994796636359458
2,1,51,0.870952440332616,2.249693685484298,0.05825808375636551
13,1,62,0.885724593070614,4.769716448091614,7.087624900407925e-5
2,1,51,0.8948393910175062,2.8364213548391524,0.023120102172824623
14,1,63,0.9209269662136698,7.465728461236443,7.178549007567608e-7
13,1,62,0.9225261899346815,7.327746293832086,1.3204074342711773e-6
12,1,61,0.9005265489324944,5.338909567603615,3.5646053265160055e-5
14,1,63,0.8919320364574543,5.290664195743361,2.0812486350290725e-5
12,1,61,0.9073608082087923,5.776283340551387,1.7831892297885973e-5
11,1,60,0.8764892521390796,4.003132060189187,4.913845712897845e-4
4,1,53,0.8465660425605722,2.122100801514547,0.05875317923784282
3,1,52,0.7502464035308376,1.0783397139730642,0.46070753802773373
9,1,58,0.9143018627682453,5.4712128557658435,7.82254529500924e-5
16,1,65,0.9026131332329659,6.416532701580424,1.5794164751054245e-6
4,1,53,0.8751440243398643,2.6958569963167633,0.020784656217574055
12,1,61,0.8766408350396523,4.19095989453466,2.712105878157583e-4
12,1,61,0.8817900054611806,4.399205035492339,1.8298033015205602e-4
4,1,53,0.8457611155727743,2.10901899327625,0.060232876142666626
14,1,63,0.9046800525889857,6.0839638122477,5.499449065247267e-6
16,1,65,0.8721376410074334,4.722168450338325,3.492983780201814e-5
8,1,57,0.8978569776888761,4.282402185228405,6.347037594906498e-4
2,1,51,0.8071135341973229,1.394798974686315,0.2643281552972825
15,1,64,0.8669937611597015,4.345629541988161,9.722764990770655e-5
11,1,60,0.9052387660092682,5.388780702041234,4.538130731755805e-5
11,1,60,0.8783329408724461,4.07234191107101,4.3108620022195047e-4
9,1,58,0.8597792547848285,3.144416595950944,0.003956907575727613
5,1,54,0.8890499852967001,3.2874124125329236,0.00644578606253642
4,1,53,0.8448321129568089,2.0940894037557216,0.06197092347384892
12,1,61,0.8847615361783461,4.5278497049422235,1.443561174452466e-4
10,1,59,0.9402827621587267,8.478391181564698,1.3445863899129424e-6
16,1,65,0.9055340178162345,6.636337776713531,1.1058979371142348e-6
14,1,63,0.9113316856768592,6.588452509303253,2.51846441666206e-6
4,1,53,0.8483666290881815,2.151867068439461,0.05553070688539028
11,1,60,0.8940172227798426,4.758484547676526,1.2644252302959958e-4
13,1,62,0.8935039880463151,5.163091067369086,3.518521555768889e-5
7,1,56,0.8903711126230417,3.7484692525001218,0.0019499108482955105
12,1,61,0.9296195341645289,7.7896210925283,1.1342668928614635e-6
15,1,64,0.889096789016608,5.344580985725488,1.3962817882834346e-5
12,1,61,0.8627831640962342,3.7081516784230253,7.095421478404899e-4
7,1,56,0.8799510548670969,3.383047269952175,0.0036566073634337315
16,1,65,0.8727224763115758,4.747047759032358,3.320553662349684e-5
16,1,65,0.8833505694367841,5.242635058505908,1.2544178127069114e-5
13,1,62,0.86762470689236,4.033402941098603,2.9368020543136955e-4
4,1,53,0.8484357995220078,2.153024661004969,0.05540931443462276
7,1,56,0.9035666252435498,4.3245479188678235,7.789929789491745e-4
7,1,56,0.8579604316928163,2.787826958527513,0.01111582963311025
3,1,52,0.8927765118192206,2.988933502119715,0.015290342176626137
2,1,51,0.8868653880056012,2.6130093239414927,0.03247798277022337
15,1,64,0.8986661797780955,5.912249091238992,5.173053922918492e-6
3,1,52,0.8407795912334498,1.895600677952528,0.09845781149772645
14,1,63,0.8858113688072264,4.972717463955273,3.692692304694496e-5
14,1,63,0.885308012619147,4.948080064301564,3.864493507640878e-5
12,1,61,0.8723486805730171,4.030213277062832,3.706314813520482e-4
7,1,56,0.8327318369899219,2.2977341533622795,0.030311219288468808
3,1,52,0.8393462298868573,1.8754852414542278,0.1022219849402757
6,1,55,0.8442704795490897,2.3631700410671606,0.02956116760966258
5,1,54,0.9063675971396457,3.9713080666082567,0.002248980469494107
4,1,53,0.8969922769431041,3.349234594797751,0.00719930714852791
4,1,53,0.7800281759664566,1.3638602954186854,0.26310572506669094
5,1,54,0.907692846736294,4.034213988309309,0.0020536540476434784
4,1,53,0.8904851042787617,3.127376131081196,0.01017540107417472
11,1,60,0.9045543478900734,5.346093988935558,4.850797302896404e-5
14,1,63,0.9270324811100462,8.144056417094028,2.9393239043916755e-7
15,1,64,0.8715965615351061,4.525302291773154,6.72052829311965e-5
12,1,61,0.899794088046993,5.295573735846526,3.826253475223516e-5
9,1,58,0.897934628810238,4.511611445272957,3.341022950355069e-4
11,1,60,0.8939239920352572,4.753806498708874,1.2745170277321494e-4
2,1,51,0.7973003171902686,1.3111356106374579,0.3078372834247673
3,1,52,0.8484173571966119,2.0092015240650376,0.07981186374481296
15,1,64,0.8856499314756098,5.163383767666658,1.947287920456171e-5
9,1,58,0.8696849302829668,3.4224151735360517,0.0022878084213205805
13,1,62,0.9126982942190359,6.433556867254759,4.624130792825148e-6
14,1,63,0.9070081055382596,6.252323986230076,4.215490017236359e-6
13,1,62,0.8757205196160877,4.336234215685709,1.6064057875584325e-4
4,1,53,0.8560693136325576,2.2876110482767316,0.04308036223195639
11,1,60,0.8958407462208621,4.8516674576249565,1.0804441030387136e-4
6,1,55,0.8623283898432494,2.7303140684289136,0.014421976488466706
6,1,55,0.8929647623987456,3.6365692177602496,0.0029466028294304536
9,1,58,0.9351471980354448,7.394632940012422,6.9874406089586525e-6
17,1,66,0.8772648185230968,5.131626842289683,1.1702373103921201e-5
5,1,54,0.9261956286469241,5.148444283687134,4.73146274550945e-4
14,1,63,0.8963644867130239,5.544360243546411,1.339841674418902e-5
4,1,53,0.8656525026541197,2.4782245805027214,0.030454165236766577
16,1,65,0.912504334017414,7.22017213778447,4.474613905190901e-7
9,1,58,0.8838861117599235,3.9037098488207027,9.382774175253983e-4
4,1,53,0.9198551445622571,4.414387402458789,0.0016274138536940322
9,1,58,0.8594362891838395,3.1354931937749044,0.00402880960300623
10,1,59,0.9440365815972381,9.083208363585843,7.2671832114975e-7
9,1,58,0.9356036851289997,7.450686620278686,6.563664253381769e-6
2,1,51,0.6730155849055323,0.6860832441724519,0.822065103622986
13,1,62,0.9055787454596591,5.902052781316105,1.039004069406411e-5
14,1,63,0.917530911827305,7.131894555245916,1.1409444644688436e-6
6,1,55,0.8717656862614866,2.9633287399160686,0.009357247453451133
16,1,65,0.8724864876346349,4.736981168656466,3.3892008668840304e-5
3,1,52,0.89851891996547,3.178378208146665,0.011480012901068547
10,1,59,0.8589201836755936,3.278254080329541,0.002527387083503943
2,1,51,0.8955847693950989,2.8590489599610236,0.02235575887796343
10,1,59,0.89878433038868355,4.781480922318621,1.622422806718753e-4
7,1,56,0.8498469899244213,2.6122491455574517,0.0157765342936911
8,1,57,0.8898610474973097,3.9361373876345067,0.001123568666317303
14,1,63,0.8601300406603497,3.9419859223724707,2.855570708885034e-4
14,1,63,0.8941483683632089,5.41486250272252,1.6745242861488213e-5
6,1,55,0.9304125292159118,5.828124391392595,1.4662213539993484e-4
5,1,54,0.8494748276802995,2.3152439425023053,0.036448796927199455
6,1,55,0.8861498383134625,3.392796607573384,0.004408647601952441
10,1,59,0.9121442411446598,5.590465528779978,4.68028900691033e-5
10,1,59,0.9208203305254673,6.262040939446997,1.8370858312741948e-5
15,1,64,0.8927762408441838,5.550860791010651,9.652593626538867e-6
3,1,52,0.8576377575292912,2.162581586930457,0.06045077294186017
15,1,64,0.9079359597628702,6.574669526591094,1.7671687539007685e-6
4,1,53,0.8638161865169408,2.4396217605959256,0.03264012425018621
2,1,51,0.7503427799048649,1.0018306695595625,0.5286922230147025
5,1,54,0.8954266292599145,3.512887764526787,0.004492728865462436
6,1,55,0.858915154594068,2.653714596091283,0.016690365602006724
6,1,55,0.8654872002455914,2.8046673036165055,0.012538436473473075
14,1,63,0.8873935910339603,5.0515956485757725,3.195661676499586e-5
8,1,57,0.8603585225732288,3.001608344036111,0.006229871137794754
15,1,64,0.901251413217186,6.084484801788498,3.880306013217624e-6
10,1,59,0.8870907855820587,4.230516274707771,4.1244107705070077e-4
