nporpoise,df1,df2,Pillai,approxF,p
7,1,56,0.8705022726240592,3.1025276490472766,0.006088423980652409
4,1,53,0.8600261114050782,2.363149848430648,0.03749663636653944
2,1,51,0.851177077381879,1.9064649952391084,0.10486454920958505
10,1,59,0.9117267109043268,5.5614758715735375,4.8821232920955424e-5
4,1,53,0.7478556270631784,1.1407622398607151,0.40658307094989243
4,1,53,0.8403584290160688,2.024627911130548,0.07079946403262694
15,1,64,0.8948214944718814,5.671764016667572,7.809709857350727e-6
4,1,53,0.8856444515895798,2.978714073042467,0.012932148147625314
6,1,55,0.9185051258172131,4.912873763132219,4.5606060953047356e-4
7,1,56,0.9153133541309826,4.988417157819882,2.9822230044060187e-4
5,1,54,0.9059156354583402,3.9502599439222057,0.002318891752228609
2,1,51,0.8155543361864795,1.4738836347507867,0.22874251491864264
10,1,59,0.8601616488943375,3.312138344932929,0.002357962801287208
10,1,59,0.8776535476787074,3.8626594441681075,8.043512745900926e-4
3,1,52,0.8953196066457858,3.0702672351002156,0.013503323878242072
15,1,64,0.8720430523334703,4.543419060011307,6.478271067415362e-5
4,1,53,0.8951581125493965,3.283912471644328,0.007959948090329712
3,1,52,0.8533989894177123,2.0896742386617766,0.06892766019650523
5,1,54,0.9118379812720647,4.2431807067230265,0.0015287415923450475
4,1,53,0.8631334174986082,2.4255328457714844,0.03348036524747381
13,1,62,0.8828510528695249,4.637625594764594,9.045735494389263e-5
3,1,52,0.8409536133868977,1.8980675431947438,0.09800650141345177
5,1,54,0.8858601066624261,3.1840733044477934,0.007642448577152262
6,1,55,0.8918260710767398,3.593700455537815,0.0031591306037682585
10,1,59,0.8887256782080866,4.3005842520711495,3.647156058784551e-4
12,1,61,0.9207379949312183,6.8506887994172,3.788283283634109e-6
10,1,59,0.8753397894622674,3.7809723541882345,9.379264258192538e-4
12,1,61,0.8825759370776532,4.432596593916984,1.719846711283242e-4
15,1,64,0.8682820583229942,4.394653440365098,8.78246250457482e-5
11,1,60,0.8550816194819567,3.328451038042677,0.0019025424863791344
16,1,65,0.8786035018204862,5.010556086217035,1.962911587289105e-5
4,1,53,0.7449903765449384,1.1236233218472458,0.41990922564234145
9,1,58,0.8930620421299278,4.2826751468551745,4.873471535894686e-4
7,1,56,0.8932949662112167,3.863828816373202,0.0016114342386246553
4,1,53,0.9027717486397636,3.5711832565672283,0.0051619920734034
8,1,57,0.9057763810778436,4.683280878835266,3.400731797454389e-4
9,1,58,0.8965644628606892,4.445054962122179,3.7235732842057884e-4
14,1,63,0.8790245287644333,4.657781087963399,6.682853830076771e-5
6,1,55,0.8553794361351363,2.5781790152547472,0.019312906832069033
5,1,54,0.8926042727793859,3.4097876536350213,0.005289612509921014
2,1,51,0.7731885039680377,1.136315865075728,0.4207012083442751
6,1,55,0.8578301095826366,2.630134581274318,0.017464819129803702
12,1,61,0.8756747471221386,4.153810725186786,2.913126521851112e-4
8,1,57,0.8991885550873325,4.3454016508205555,5.73952476969721e-4
11,1,60,0.8760191220936733,3.9858133070269304,5.078607932940645e-4
9,1,58,0.8816207001397933,3.819191193838498,0.0010917915248159107
9,1,58,0.8960731236522812,4.421615417926762,3.869487446151986e-4
5,1,54,0.8798734264034364,3.0049447227936885,0.010344143525459495
4,1,53,0.9104774829863357,3.9116823228840447,0.0031752988283572123
7,1,56,0.8852644082479052,3.5610882969977355,0.002678791258566899
12,1,61,0.8985701501046981,5.224556543327059,4.301063069356892e-5
7,1,56,0.9169255606545272,5.094183192135432,2.5811001515927524e-4
15,1,64,0.8793527869675192,4.859086062384652,3.468001499608418e-5
10,1,59,0.9131289798789864,5.659940848334976,4.2326599173958497e-5
10,1,59,0.8539355323158544,3.148003397185402,0.003311893047558901
14,1,63,0.8606589363327966,3.95938161979907,2.751432960628161e-4
12,1,61,0.8606531825714129,3.642456331476881,8.133275340208981e-4
14,1,63,0.8626222157584988,4.0251264924136345,2.3931098894281345e-4
9,1,58,0.8675774972930053,3.3597880116929337,0.0025826699705129618
8,1,57,0.9054847007815621,4.667324505380997,3.4837631273170724e-4
11,1,60,0.8692598922686126,3.750583830844754,8.019892673598549e-4
6,1,55,0.8894106172778561,3.505687417619915,0.0036505790475003332
8,1,57,0.9175496472668897,5.421582222506277,1.1812511403779525e-4
16,1,65,0.8860811908275126,5.38489498683418,9.597514694191067e-6
10,1,59,0.9030974673673686,5.018271849538834,1.1112249277604477e-4
14,1,63,0.9227542191947125,7.657494153103521,5.541683802850064e-7
13,1,62,0.8744367805206905,4.285609624302107,1.7735287673235447e-4
8,1,57,0.8664526143778185,3.160810212579707,0.004564442483557845
4,1,53,0.8134694569935315,1.677327814692446,0.14026051927877808
12,1,61,0.8988905382123513,5.242980463146498,4.1720488757446754e-05
5,1,54,0.8638634457040577,2.603308993819917,0.021143442637630624
5,1,54,0.8150620213066939,1.8080895084948887,0.10103095153411333
16,1,65,0.8834261498620173,5.246482966903115,1.2452836912047875e-5
2,1,51,0.73387246594437,0.9191989704592344,0.6030470681943606
12,1,61,0.8759682720653106,4.165036494059864,2.8507388064348305e-4
15,1,64,0.9148731977993688,7.164787698263344,7.258156364196048e-7
12,1,61,0.893553180470186,4.950521420977674,6.828003513757581e-5
4,1,53,0.8647705946652229,2.4595543702040032,0.03149063928546762
2,1,51,0.7899050010918536,1.25325052190192,0.34179248840476867
9,1,58,0.9109951742198809,5.248895307930643,1.0762913824439454e-4
7,1,56,0.832013594745058,2.2859366144238744,0.031082395045314692
8,1,57,0.879940770924655,3.5706467285273455,0.002127359112316087
4,1,53,0.8206207282611365,1.7595308196088109,0.11904055187916844
7,1,56,0.91053559882775,4.697367823988897,4.4900423769837343e-4
6,1,55,0.8958569549492162,3.749667098775784,0.0024579354815061818
4,1,53,0.8061427205540452,1.5993977291279715,0.163989865532326
12,1,61,0.910104765028169,5.970599568916463,1.3270774314067019e-5
11,1,60,0.8626809055928334,3.543866298770478,0.0012154180245192408
3,1,52,0.8100023299357817,1.5303875413743524,0.19692722404890597
12,1,61,0.9033098962662788,5.509573372080223,2.7075604014808775e-5
15,1,64,0.8959639849912808,5.741370652052181,6.923104243673129e-6
7,1,56,0.8565817628159746,2.7565910497470814,0.011821350506837794
12,1,61,0.859995537267938,3.622576348030324,8.478658522119294e-4
5,1,54,0.9331779314083066,5.729278310873266,2.4098258281890652e-4
12,1,61,0.9039629747391428,5.551050423208387,2.5348735849252237e-5
7,1,56,0.9247146121944787,5.668980022748514,1.2208607970017233e-4
9,1,58,0.8853433216637238,3.9598410038201752,8.494043512773835e-4
14,1,63,0.8898567443674489,5.178900757047851,2.5388885039994676e-5
15,1,64,0.8843645689161398,5.098578988734505,2.1975933517012422e-5
8,1,57,0.845849607229058,2.67323728777746,0.0121563077447047
15,1,64,0.8757039496102824,4.696871954040921,4.7647014228842645e-5
6,1,55,0.912719057880289,4.55829058855785,7.380781887521091e-4
16,1,65,0.8895794148496404,5.577426265042541,6.732255879125076e-6
14,1,63,0.905967749466605,6.176057193740548,4.751872652741078e-6
12,1,61,0.878184472210124,4.25154060812041,2.4156784978665975e-4
15,1,64,0.8777025650193112,4.784524249740826,4.0096344782132766e-5
13,1,62,0.9148236629476056,6.6094460908956405,3.5770729768770783e-6
5,1,54,0.9083502333573875,4.066093342560765,0.0019619435295312893
10,1,59,0.8831081915831583,4.068033525258918,5.513726415724107e-4
11,1,60,0.8968692794585135,4.905679486684542,9.872603619115376e-5
15,1,64,0.8759883197411664,4.709171038904448,4.650141906802428e-5
8,1,57,0.8632610166326589,3.075663201731754,0.005385021361270991
9,1,58,0.8840609728046812,3.910370928630694,9.27219377279777e-4
4,1,53,0.8199393432739669,1.7514169480922916,0.12097783540031098
7,1,56,0.9260356721749257,5.778475814397368,1.065512592782068e-4
10,1,59,0.8838445243061701,4.097235016050021,5.230597642329647e-4
9,1,58,0.9330953528472719,7.152125565586563,9.20071267856437e-6
5,1,54,0.8945050538527487,3.4786162347304757,0.00474177831971784
7,1,56,0.857771820469505,2.7835179194264894,0.01121037745187406
15,1,64,0.8808275661711381,4.927468195293409,3.0397967588876677e-5
2,1,51,0.7334547724231992,0.9172361717510847,0.6048708994024261
4,1,53,0.8229106358948969,1.7872563512112467,0.11266201098749362
12,1,61,0.8738387513543359,4.084778865245269,3.3306470456962166e-4
9,1,58,0.8591608297128371,3.1283576606585104,0.004087323084615236
12,1,61,0.92432550421067,7.203418209251077,2.3734420239055253e-6
6,1,55,0.8996686843694893,3.9086826501717216,0.001915756362967871
12,1,61,0.8996015856411205,5.2842893171459515,3.8977459062100924e-5
12,1,61,0.85577477763364,3.4993025567447593,0.0011005182925564096
12,1,61,0.8508143160846475,3.3633407429207196,0.0014760883133609023
7,1,56,0.8429000751421507,2.476327116411886,0.020836396007187254
13,1,62,0.9073544089960238,6.026967262517532,8.549086683583148e-6
2,1,51,0.8729231747880004,2.289751818323866,0.05451699215810533
6,1,55,0.8341600629854512,2.192525148821681,0.04188437661223951
5,1,54,0.872558189953321,2.8089101262683207,0.014570225850119045
9,1,58,0.9126504901616331,5.358082641295009,9.190572710828697e-5
9,1,58,0.8836346367155317,3.8941653663612916,9.543734287814618e-4
8,1,57,0.8956289563276015,4.180585345264405,7.483431448746849e-4
14,1,63,0.878003170882008,4.613419459392981,7.280727319794519e-5
7,1,56,0.8436855675113377,2.4910901229777993,0.020210213800196705
3,1,52,0.8555252337886327,2.1257111566206457,0.06458612063606856
16,1,65,0.899561457678708,6.200541171359355,2.2621008710396668e-6
7,1,56,0.9112892370955907,4.741195078649832,4.216956968203764e-4
4,1,53,0.9353935195231199,5.56858593166777,4.2156137802209706e-4
3,1,52,0.8642306989190625,2.2850280489069332,0.04866653463493982
4,1,53,0.8943608469527372,3.256225851997979,0.008309085837062148
13,1,62,0.8939847939904138,5.189297925429107,3.362607741118741e-5
8,1,57,0.899880032650734,4.378777824612014,5.443755856880539e-4
12,1,61,0.9090744825153988,5.896263925621572,1.4845896722637194e-5
10,1,59,0.8423891576075169,2.8779375511433467,0.00591021647577686
7,1,56,0.9018452493291359,4.2406125641017365,8.85793249496401e-4
7,1,56,0.8938314518620696,3.8856855481451515,0.0015548932729576533
7,1,56,0.8827533231970847,3.474935254593213,0.0031104511142398196
8,1,57,0.8453209999609647,2.662436731289347,0.012434323486548403
2,1,51,0.8748954793997267,2.331105423427348,0.050932456484927086
8,1,57,0.9232597997881958,5.861246576798247,6.611565973169623e-5
3,1,52,0.825009503432101,1.6924190938985026,0.14440950536103933
6,1,55,0.935519915749866,6.324289697334021,8.381041005830964e-5
11,1,60,0.8524500358597867,3.2590265528012576,0.002205478374450685
9,1,58,0.8886715539677993,4.093553968254919,6.725127427898964e-4
3,1,52,0.7324358486080332,0.98266411204966575,0.5434136189106276
9,1,58,0.920704199018106,5.954363202715791,4.036283198347848e-5
9,1,58,0.8635777337822171,3.2462470282644027,0.0032279285765922333
6,1,55,0.9034293142908236,4.077868130706756,0.0014800131335237542
4,1,53,0.8266303049635129,1.833854138183505,0.10273694452767868
8,1,57,0.8897357789157798,3.9311121616353883,0.0011331848230325295
4,1,53,0.8844124848680741,2.9428666896934503,0.013715200814225465
16,1,65,0.8727191832981473,4.74690703185125,3.321503022618243e-5
9,1,58,0.8906559960788827,4.177153280259815,5.825974430501633e-4
3,1,52,0.8949933807064545,3.0596135490016887,0.013723490333830083
4,1,53,0.8980959239167178,3.3896731364939523,0.006769271690188082
6,1,55,0.8679984415299556,2.866316878461253,0.011179954801622899
3,1,52,0.795655341128205,1.3977359017992197,0.25403810834939006
10,1,59,0.8730294987160887,3.7023781291516196,0.0010894084786722904
10,1,59,0.8737285651983957,3.725856351863861,0.0010415526887409899
10,1,59,0.8798737623590129,3.9440024846838546,6.916017137340353e-4
11,1,60,0.8666792270432949,3.6670652546270213,9.471189779260389e-4
9,1,58,0.8940923365327185,4.329326844900588,4.507772483684503e-4
3,1,52,0.8109849890111734,1.540210034351838,0.19324710069578616
5,1,54,0.8867951426244205,3.213761319789426,0.0072752311105944165
9,1,58,0.8949241579541861,4.367659175335772,4.2296776044530227e-4
4,1,53,0.8960387414427461,3.3149876208981346,0.007587448306928229
14,1,63,0.8887231478419184,5.1196121609404885,2.8246393085780587e-5
5,1,54,0.8560314031593157,2.439367877673548,0.02873126199941616
5,1,54,0.8660203859455627,2.6518244380263662,0.019341324726797074
12,1,61,0.9052760753449252,5.636176544911581,2.2166518038072733e-5
5,1,54,0.8649935300630788,2.628534326573413,0.020184509295251986
16,1,65,0.881898704261393,5.169674498302423,1.441880806433568e-5
9,1,58,0.8723461992864631,3.5044551965907087,0.001955548968346854
7,1,56,0.8464744039078836,2.5447254663445182,0.018100573238331356
16,1,65,0.898692356341584,6.141408573386731,2.4999252807185052e-6
15,1,64,0.8847597900744685,5.118351141765547,2.1177549709277627e-5
16,1,65,0.899391921624604,6.188925937108276,2.30683018307423e-6
8,1,57,0.8991528675390769,4.343691508267631,5.755147266765046e-4
3,1,52,0.8708394920184773,2.420314485458746,0.03850280665623844
13,1,62,0.9033504616304211,5.751791325295428,1.3190891851572708e-5
4,1,53,0.8389765400032521,2.003951999436308,0.07368168169008922
8,1,57,0.9142247256946692,5.192539885623609,1.620707068480111e-4
8,1,57,0.8973722330359953,4.259873884354543,6.581125692008876e-4
16,1,65,0.8916728027287986,5.698586836002429,5.4096777874506055e-6
5,1,54,0.8416098099994511,2.179906593241398,0.047505523190604304
16,1,65,0.9026324904911539,6.417945982659668,1.575755447802229e-6
15,1,64,0.898250639078456,5.885381037895471,5.413369654567791e-6
15,1,64,0.8979047508438655,5.863183372164537,5.620953856609317e-6
8,1,57,0.8738218608214211,3.3738656221479375,0.0030492066729544375
5,1,54,0.9030789378682846,3.8226358139215844,0.0027983467440745834
12,1,61,0.8671107842017276,3.8481153155179806,5.329402552104256e-4
5,1,54,0.8570475794435798,2.459624412044818,0.027650006659245708
5,1,54,0.9147455148648351,4.401882324802257,0.0012297654946996058
3,1,52,0.6740575547270841,0.7423684215701785,0.7744705222590523
2,1,51,0.7147940916276972,0.8354129077094921,0.6824027697285586
13,1,62,0.8702137160151019,4.126138113290022,2.4342858489913413e-4
5,1,54,0.943623928969071,6.866880906236178,7.398905772251915e-5
8,1,57,0.8987495294243066,4.324447406102742,5.934199013443407e-4
14,1,63,0.8852552097294968,4.945508087559907,3.882917412509298e-5
13,1,62,0.9049122403026333,5.856369660278032,1.1166675205234024e-5
14,1,63,0.9214802042569186,7.522847366528933,6.642345453905479e-7
15,1,64,0.8785325336425382,4.821771403694988,3.728543641328507e-5
8,1,57,0.8897042146241716,3.929847741190508,0.001135618553689338
14,1,63,0.8795641641334684,4.68152338612632,6.384718144108227e-5
15,1,64,0.8823110645994031,4.997983662588377,2.6569482047545604e-5
2,1,51,0.8355741065393099,1.69392238848535,0.15323187331878038
2,1,51,0.8401239983690041,1.7516158143360467,0.13810828659899704
2,1,51,0.8289030590117432,1.614879950948655,0.17684001438003294
7,1,56,0.8459158891699258,2.5338285432233185,0.018509122532398153
11,1,60,0.8864561530096234,4.404044799711652,2.3455839591074283e-4
5,1,54,0.8736069165791477,2.8356206516265994,0.01389593455320963
13,1,62,0.9087167538786448,6.126100175444376,7.338857522062668e-6
12,1,61,0.8841766036050562,4.50200477975367,1.5134431506413798e-4
8,1,57,0.872911672898685,3.3462133844656554,0.0032104994535515075
6,1,55,0.9475164829652306,7.8695184456004,1.7916873314916845e-5
2,1,51,0.82446539359165,1.5656274479834447,0.19343852681460771
10,1,59,0.9085670150169151,5.350677250577817,6.669493895488537e-5
9,1,58,0.8970919987433714,4.47047045152013,3.572118375314987e-4
13,1,62,0.8864744356595479,4.8052853364434744,6.64217359619118e-5
10,1,59,0.8483523974004995,3.0122806376848854,0.004416731239381396
6,1,55,0.8700260110150637,2.9178307931250305,0.010167967602345144
6,1,55,0.8770766467080585,3.1101938821793236,0.0071879949630991305
11,1,60,0.90233163229244,5.21159101349062,5.999138459306019e-5
4,1,53,0.8760615886025013,2.7186629314333457,0.019986255878724057
13,1,62,0.8970926451755667,5.364602106016418,2.493299101271631e-5
16,1,65,0.9133789265419868,7.300062578227762,3.971116232930217e-7
6,1,55,0.9000975479941182,3.927333167008811,0.0018613684885936403
6,1,55,0.9253411079633665,5.4026225850473,2.440739613540362e-4
12,1,61,0.9017777528262296,5.414431703662618,3.153740123222788e-5
13,1,62,0.9060447375954037,5.9343774696235245,9.875819831778885e-6
8,1,57,0.9030287652772712,4.536779304027885,4.253082904840288e-4
14,1,63,0.8698057865569988,4.282585202141986,1.403804028050539e-4
5,1,54,0.8215953678617705,1.8893274365270063,0.0854241613616055
3,1,52,0.8722965629803298,2.452025621543518,0.03647533578481995
15,1,64,0.9065735641362692,6.469072383028521,2.085476853945272e-6
13,1,62,0.8962906381008221,5.318357566761561,2.6961666880174196e-5
4,1,53,0.8632675138433937,2.428288815596891,0.03331415486506731
10,1,59,0.8604363764955575,3.319718157226847,0.0023217672512276413
7,1,56,0.8016774078965536,1.8656722543124087,0.07809672498825859
9,1,58,0.8866687351927803,4.012148953397286,7.747946528483521e-4
9,1,58,0.9202540774117782,5.917859529199025,4.237094465336876e-5
9,1,58,0.8975618616181615,4.493327792110341,3.441643628106914e-4
5,1,54,0.8692618158600627,2.7277435012100586,0.016850125301602327
6,1,55,0.8417260406862656,2.3181717602448653,0.03237719098169636
3,1,52,0.8637277985252829,2.2752705940651676,0.04950652846723585
5,1,54,0.8674940888695433,2.685880258337177,0.018177093212451572
9,1,58,0.8432082091428366,2.7578897075104085,0.00884985948128863
15,1,64,0.8973824222130107,5.82994610712648,5.947910432217969e-6
2,1,51,0.8067981122955967,1.391977621409146,0.26569364772813975
5,1,54,0.8479737938243459,2.2883336590267227,0.038402988662858836
8,1,57,0.9445749943248477,8.30270661648393,4.371856439052724e-6
8,1,57,0.8807315011185394,3.597549437460441,0.002027036232516584
8,1,57,0.8689647052021734,3.230746190258434,0.0039919244661849144
5,1,54,0.8633326770448265,2.5916053470780276,0.021605202504782928
15,1,64,0.9229588688288153,7.986719602874719,2.3016369166382826e-7
15,1,64,0.8898904766795395,5.387911053431289,1.2910326139523172e-5
9,1,58,0.9360651427049648,7.508164197507997,6.158226303874108e-6
13,1,62,0.9080875021556312,6.079946594377713,7.877553986796235e-6
14,1,63,0.8739788503951943,4.445625631684191,1.0117731721476364e-4
14,1,63,0.9032311178821804,5.983269555907284,6.464305035050892e-6
9,1,58,0.9109531174316526,5.246174053068986,1.0805688580805708e-4
6,1,55,0.9116355598943444,4.497053368478647,8.041995478661517e-4
16,1,65,0.89086785016012,5.651447959197888,5.887828208210281e-6
10,1,59,0.828072677072004,2.59345216374302,0.011184734409051248
6,1,55,0.92771803088500715,5.594616691408226,1.9323123728444132e-4
3,1,52,0.8742005674539214,2.494570777986983,0.03393842078424105
2,1,51,0.928409809972485,4.322798089215202,0.00333814379739928
10,1,59,0.8820333028736015,4.026060072960622,5.950248357319661e-4
3,1,52,0.8039782667237313,1.4723244106800673,0.22016521489291319
8,1,57,0.8962584820562332,4.208910341037246,7.146396208480253e-4
12,1,61,0.8502144183507072,3.3475084691656076,0.0015280600702747206
7,1,56,0.8759045798777867,3.2576839004465583,0.004578455731455736
7,1,56,0.8406391427075155,2.434646143514035,0.022719901906098714
14,1,63,0.8862045649630959,4.992114570774198,3.5632087700640675e-5
11,1,60,0.8963856600033807,4.880149304132755,1.0301709449623541e-4
5,1,54,0.885206813650415,3.1636178178448757,0.007907394399060193
5,1,54,0.9077568961909533,4.037300028278941,0.002044570395810199
7,1,56,0.9303532938219721,6.1653142191711865,6.68908429064432e-5
4,1,53,0.876153244396432,2.720959587784652,0.019907752042449996
9,1,58,0.885703380137882,3.973930831525058,8.285654092245908e-4
13,1,62,0.9011534306270609,5.610270147228594,1.658558363526902e-5
2,1,51,0.8398257078825639,1.747733040844497,0.13907470699196867
3,1,52,0.7998738248196826,1.4347658084520982,0.23662843715966175
15,1,64,0.8838124533677426,5.071182922125482,2.313592322333312e-5
6,1,55,0.9008888037155491,3.9621670839415,0.0017643053753927103
7,1,56,0.929684083947235,6.102245208607051,7.205281205180486e-5
13,1,62,0.8753167692566545,4.320199839042582,1.6574274393246346e-4
14,1,63,0.882274259134839,4.804050655073866,5.057120762243524e-5
4,1,53,0.8389912082125695,2.0041696024998985,0.07365070071106893
3,1,52,0.8204334636280126,1.6401417693821685,0.1595598050953226
6,1,55,0.8663420616520416,2.82539359765601,0.012062572514769054
11,1,60,0.8814636299590881,4.194796024641705,3.431114131686953e-4
11,1,60,0.9215033342030133,6.622222592197501,7.687517646967545e-6
3,1,52,0.7666223383747591,1.179194960550326,0.38377725734881457
6,1,55,0.8503056526252852,2.476019036180817,0.023597666729875368
4,1,53,0.877716621212087,2.7606639528361723,0.0186031264297024
6,1,55,0.8717738010478389,2.9635438597153376,0.009353586730717251
5,1,54,0.9373229401069565,6.135302857464512,1.5503275365592973e-4
7,1,56,0.8553010409911269,2.728107578072366,0.01250722789591407
16,1,65,0.8868594968298691,5.426700734468171,8.879624125638724e-6
9,1,58,0.888373368561243,4.081249076226144,6.869800224418056e-4
15,1,64,0.9074419579366095,6.536020985369932,1.8771597185323075e-6
7,1,56,0.8935627875507897,3.874712469109485,0.0015830016918730225
9,1,58,0.8579173846088799,3.096491656784743,0.004360092647294214
11,1,60,0.924485287725063,6.905998918225234,5.298385073977276e-6
3,1,52,0.8082377239795723,1.5130015396435672,0.20361518713169832
2,1,51,0.7181655680392901,0.8493941673994473,0.6690103947496447
8,1,57,0.9182075525991824,5.469109909469834,1.107582848311463e-4
10,1,59,0.8752610608602386,3.7782461566249914,9.427804103993359e-4
9,1,58,0.8719966471810525,3.4934848028368393,0.001996772560651196
13,1,62,0.8821160228587401,4.604872032787363,9.61666160679417e-5
6,1,55,0.8744190192468181,3.0351491611517862,0.008218015866873726
14,1,63,0.9006943323646633,5.814050451706254,8.520939708187522e-6
7,1,56,0.8791559113614225,3.357750232994527,0.0038248398106496217
8,1,57,0.8889249119679176,3.898857884573686,0.0011970928665076866
15,1,64,0.8859261042562747,5.177498313587697,1.8969340162475205e-5
7,1,56,0.8304470568273291,2.260552071967853,0.03281379643563012
6,1,55,0.8625328874702419,2.735024160372184,0.01429391258760807
4,1,53,0.8817517173961492,2.8679932465298386,0.015526409626218391
14,1,63,0.8983924800459435,5.667814898685312,1.0870083983797526e-5
3,1,52,0.7486241720904794,1.069064136053759,0.4683293601513864
10,1,59,0.8838113095979823,4.095909815569899,5.243098545008827e-4
4,1,53,0.851082360903045,2.1981235504611725,0.050896763505682924
5,1,54,0.8553435909652647,2.425818486071884,0.02948017357083893
4,1,53,0.9215941870606592,4.520829380212767,0.0014223515919182794
6,1,55,0.9130768046910048,4.578844996751349,7.17255544357078e-4
5,1,54,0.911241629741494,4.211915099445168,0.001596756195654759
11,1,60,0.916971785285639,6.230004307196865,1.3130393273396165e-5
9,1,58,0.895708634986765,4.4043700211746435,3.98082841443285e-4
9,1,58,0.8749817982977004,3.589146287515249,0.0016667599729945782
8,1,57,0.8682306048724804,3.2100332586786844,0.0041528804632244955
13,1,62,0.9217579871279509,7.249758327588584,1.4657111427472251e-6
15,1,64,0.9055632146289807,6.392729352029803,2.3537521439322978e-6
12,1,61,0.8743946218657787,4.105466109903128,3.1991353076608924e-4
9,1,58,0.8850734306037772,3.949337502638071,8.653106713280708e-4
3,1,52,0.8592240551881539,2.1909950939328526,0.057461260633806424
7,1,56,0.9026666477856315,4.280294127582298,8.334146256814258e-4
4,1,53,0.8814627862351545,2.8600651034749283,0.01573324468616785
12,1,61,0.8711624599777851,3.98767685496455,4.030820534242456e-4
13,1,62,0.8614262257483355,3.8254601166569064,4.517067203676339e-4
12,1,61,0.9153115698895763,6.373941874429424,7.349516106892805e-6
15,1,64,0.8736575921422953,4.6099991652645365,5.665184717720652e-5
15,1,64,0.8916892582123815,5.48846306159152,1.0781779932893067e-5
5,1,54,0.8849441671485109,3.155459469493535,0.00801588603892934
7,1,56,0.8237767729992697,2.157517320118225,0.04097338550923855
10,1,59,0.9408958596788258,8.571924561996362,1.2196754570345888e-6
13,1,62,0.8640990766597507,3.912801067680271,3.7635383692005226e-4
2,1,51,0.7015980368438329,0.7837281290233507,0.7319132861820206
14,1,63,0.8678114334442544,4.208301783637159,1.6339554632058146e-4
3,1,52,0.7719898527132225,1.2154045151503199,0.3588541230377307
5,1,54,0.9018488112213202,3.7695850706399003,0.003029345810187618
3,1,52,0.8232993008044455,1.672564625356893,0.1499793353043887
11,1,60,0.906895264343911,5.494693050615151,3.85293561375417e-5
3,1,52,0.7348508152540529,0.9948836938735524,0.5323727335468971
16,1,65,0.8761354585316636,4.896924577886984,2.456669942185169e-5
4,1,53,0.8121920864754285,1.6633035629803152,0.14425505699268185
4,1,53,0.8892182108661566,3.0872132220764907,0.01084934562423127
6,1,55,0.8944378839390006,3.6934005751953993,0.002688819204138636
9,1,58,0.8969714261334526,4.464638589785019,3.606266686456188e-4
11,1,60,0.8913337151668635,4.627043567089619,1.584136529998427e-4
11,1,60,0.9011931084861274,5.145039333387083,6.673854391308056e-5
8,1,57,0.9360556708469442,7.131627272265662,1.4648500708820237e-5
13,1,62,0.8675591077502001,4.031100355616061,2.950617598110672e-4
15,1,64,0.8892085863275033,5.3506468106877865,1.3810096547262027e-5
9,1,58,0.8550177218610938,3.02430498557443,0.005053647600245348
13,1,62,0.9127673175056188,6.439134376671525,4.5862613887516254e-6
4,1,53,0.9141160380222425,4.0936990265781,0.002476808274239912
9,1,58,0.8812660429255641,3.806251515571658,0.001117619323226662
9,1,58,0.878062947161896,3.692796245043772,0.001374801098282186
9,1,58,0.8905430753310626,4.172314889727894,5.874271022815161e-4
3,1,52,0.7252674694032949,0.9476577977443408,0.5757163733800108
11,1,60,0.9247672861259203,6.933999458997751,5.110668419447659e-6
5,1,54,0.8569182063230847,2.45702949463507,0.027786008200732543
5,1,54,0.9112187436069062,4.210723590746637,0.0015994141551116698
8,1,57,0.8928562063827857,4.0597893173786375,9.129811561973379e-4
2,1,51,0.7952559175972796,1.294715347837754,0.3171381966903839
11,1,60,0.897096186742481,4.917740588695725,9.676662879709194e-5
5,1,54,0.8495332318798466,2.3163018549467416,0.03637420740787996
4,1,53,0.8606282000919181,2.3750202437473478,0.03669349402167488
13,1,62,0.9265104568007748,7.758386517147116,7.534080083257142e-7
13,1,62,0.8848306816879937,4.727918830394851,7.652608742611545e-5
10,1,59,0.9140971141298164,5.729797472944218,3.8292456039659905e-5
8,1,57,0.8682392365881176,3.2102754649944822,0.0041509580094992405
12,1,61,0.8853017793896897,4.551954220436539,1.38151798085097e-4
12,1,61,0.8890158305834805,4.724019560839662,1.0141127392468884e-4
8,1,57,0.8630349646043066,3.0697829578125555,0.0054473358110766895
8,1,57,0.8621102855885888,3.0459302103714583,0.005708262395396057
14,1,63,0.8881069784974047,5.087889642674807,2.9915697689102537e-5
5,1,54,0.8667789000083015,2.669258848827735,0.018735412840963635
3,1,52,0.8568731771640699,2.1491114900761734,0.06192706417567223
15,1,64,0.8792758386098541,4.855564003565046,3.4917391767572096e-5
11,1,60,0.8815858977776946,4.199709798748803,3.400133274044828e-4
7,1,56,0.8664515839476765,2.9944251146797205,0.0074597269022044325
7,1,56,0.9163420177671782,5.055430143489458,2.720700501563788e-4
7,1,56,0.8906059593999112,3.7575072836105368,0.001920748056333426
6,1,55,0.8619739950798683,2.7221845222789702,0.014645968583375328
9,1,58,0.8958271521730026,4.409964296443483,3.9443314770711935e-4
10,1,59,0.9219712649468261,6.362349273024713,1.6082163672035638e-5
15,1,64,0.8843161750919968,5.096167223004848,2.2075504775935106e-5
7,1,56,0.8546882360801908,2.7146562875195936,0.012846043938090317
15,1,64,0.8974499026627348,5.834221035800779,5.904737127382247e-6
