filename,taxon,family,status,group3,group2,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68
Berardius-arnuxii_NHMUK_CE1982.315_2.pts,Berardius_arnuxii,Ziphiidae,living,Other,Other,-0.1536686456355174,0.03448683300857228,-0.008135153450252654,0.015157008736959196,-0.008259634138235815,0.02910825150936264,-0.028972457044286828,0.012813161372879517,0.022735020383943556,-0.009865955447647097,0.01125900844578576,-0.01582361714148528,0.004434930102065506,-0.009565992471848923,0.018113028971068625,-0.004475966447078613,0.010959181663619963,-0.0037980278860311393,0.012467902222079826,-4.0608104937604865e-5,-0.02347445908526295,0.020056332994558595,-0.012901463464289564,0.005311966840817659,-0.011934333458926895,-0.0027836417191244417,-0.007588369366362418,0.02018637264149453,0.011904077151675976,-0.006133215563881128,-0.01012378013485614,-0.015657241310649137,0.011857277673740571,0.01207190264539078,1.0368698238102219e-4,0.015003723771875938,-0.0014969309903616653,-0.026874886690086836,0.0013768611440473405,0.00661407385753195,0.003018396267324759,0.006557636015433049,0.012829182970015635,-0.001332114919990611,-0.004265073596375198,-0.004002599341581791,-0.010863350641160095,-0.003832741354566115,0.013840222710179696,0.006575674488997629,2.1004849849249604e-4,0.004722820286801155,0.0051629459354790245,0.0025889390101388483,-0.005384886812557443,-1.1003612135037979e-4,-0.00929198347316554,-1.432444011398381e-4,7.332564352780633e-4,0.0023426224215803175,0.00358749579175242,2.3946925396508213e-5,0.0015610765728488812,4.554289095175633e-5,-0.00394892586753421,-0.0013940973851680133,-4.885276183460452e-4,0.0012091111137069145
Cephalorhynchus-commersonii_NHMUK_CE1952.6.20.4_2.pts,Cephalorhynchus_commersonii,Delphinidae,living,Other,Other,0.03230345442276923,0.023402973769420347,-0.00782069240043602,-0.004367720119313804,-0.02445629740051142,-0.025933290818396373,0.020602751574392054,0.011208329596691272,-0.03901688839921534,-0.013330307015238225,-0.009939897095530545,-0.010380262097182373,-0.008156463514836974,-0.030216757440644587,0.022850111811568846,-0.002126474948907741,-0.018017608165228745,0.005467597682211445,-0.01601181642119485,-0.006717325661113075,0.024911632001310045,-8.531947176259132e-4,-0.02670342593121651,0.012280214323732965,-0.009257968648740586,-0.01611846397742071,-0.01882690442530475,-0.009373849280548411,0.014162737953830244,0.007195778808823099,1.231191931660414e-4,0.010114458601379266,4.511258362098575e-4,-0.004806419287564287,0.009758395873220367,0.002426137639038493,-0.00860862882091624,-0.00863697015306699,0.0070605549593352026,-0.0025550875791070754,-0.021526296103360723,-9.981822521270588e-4,-0.00797865277839464,-0.005909905573786158,0.007662232617303723,0.00570735204675138,-0.009961263831297425,-0.0076774129482468974,0.0028544339707648903,0.00959844289835401,-0.003118821367694341,-0.005161422864682927,0.0018873472274045303,-1.7675456025756917e-4,0.005837205071416533,-0.002176634657088393,0.005850019208554944,-0.006937698889059624,0.006390361883143767,-8.425173099561855e-4,-0.003279045980141518,0.011086321657482289,0.004418686358316429,-4.862706833085934e-4,-0.005421996699568653,0.001921817840303817,5.240688299506593e-4,5.700033840315539e-6
Cephalorhynchus-heavisidii_NHMUK_CE1948.7.27.1_2.pts,Cephalorhynchus_heavisidii,Delphinidae,living,Other,Other,-0.010506838667206798,0.027107913970206503,-0.018809647105985563,0.02064538378660995,-0.0217147246668154,-0.016993888472108164,-0.004818558167460513,-0.04317576005193397,-0.017153612504414665,-0.019919897481155815,-0.024744217369752422,-0.03186595375584877,-0.007314896919647334,0.0012946040554361066,-0.006710808465539906,0.006363594050338483,-0.003380959153448991,-0.02575677599269393,-0.025017060333838693,0.0046220732491688244,0.011975379716331096,0.01472172275785768,-0.009779956073313433,-0.01902325086049109,1.6369213941839036e-5,0.011859444561504421,-0.004869931224246672,-0.016493502206459194,0.003528557960953947,0.0038622120972399408,0.006127291662068755,-0.004990061457522282,-0.00168515644296436,0.012533464647869724,4.0632195662638945e-4,0.017662800265325584,-0.006415017903597071,-0.0031404182509837957,-0.01016489603822627,0.005970845052714,-6.532115712211107e-4,0.008470729542473911,0.0021431065467675354,0.0021024858766527884,0.007607379362797442,-0.0029157424801732495,0.006130025952071414,0.008573668083647921,-0.00923670442462859,0.003881226023796994,-0.0021678606029861486,-0.002290118228441107,0.005725445999987538,-0.005040497478727834,0.005161857124834042,-0.005374677025703978,-0.002355561330167521,-0.001969593933449971,0.004422060800571403,-0.0012142436564802274,0.0051090886729756955,-0.006584822870089423,-0.0033081695600004784,0.009734002328188189,0.004935344309351778,-0.008896416516089713,0.009902982955025591,6.762117775766491e-4
Delphinapterus-leucas_NMBCIII1086.pts,Delphinapterus_leucas,Mondontidae,living,Other,Other,0.015249200244810208,0.0012646731831169465,0.08137005478684303,-0.04503084500526125,-0.04008062156590155,-0.005072588185084025,-0.013802046516769858,0.002545213932105052,0.005360804563781133,-0.025299570627484835,0.011575854934745273,-0.003445751654610995,-1.0660550535965073e-4,0.022319544331976075,-0.045844708732331915,-0.03639073506286397,0.01768153177649507,-9.346880070041189e-5,-0.002146681560015283,0.01076277819704003,4.855592994961556e-4,0.0014712355544359542,-0.004991868606845772,-9.220306388381545e-4,-0.017448929585874202,-0.0011040890200724922,0.009836905295918918,0.003514297106780268,-0.022584118759656935,-0.0016297621131867916,-0.02435468734319591,0.019463038478156624,0.009854300138235038,0.015237080942784302,0.0022785488947118173,0.006669872956472935,-0.013856305732872385,-0.003129780705581737,-0.009368468731994631,0.005465950898628397,0.002510143238030807,-0.008455281330756011,-0.015709030110664605,0.015331736453011972,7.283939083014225e-4,2.0591202676573027e-4,0.0021600382189965795,-0.0026178587032206074,0.005158119708406125,0.004690591538111179,-2.8329329484137115e-4,0.008272625547208166,8.728327331030875e-4,-0.006438238799771165,0.008973988734619659,0.004822596788595788,0.004713680907313711,-3.209045890960603e-4,0.003081403139510491,-0.0016896447909821252,0.0013264549767860341,-0.0017464196339858162,0.0044049893644233775,-0.00225433844785249,-0.0016058268380455339,0.0020372560752180235,-0.0010117275565406103,-5.337440719950235e-4
Delphinus-delphis_NMB6679.pts,Delphinus_delphis,Delphinidae,living,Other,Other,0.011352638487867434,0.0035907025095957986,0.012916412805711269,-0.030898365816879405,-0.05397034306218345,-0.006771362586821521,-0.02080491075370476,0.023852839917034376,0.004546479811531919,0.029769105118628725,-0.0020400991476046395,0.007661745735725215,-0.008526208664925193,-0.042607221771286626,0.01802249725027943,-0.028658634147285693,0.004087196049646534,0.035289036156871734,0.0052310279926347045,-0.010210324603213429,-0.006761907088235256,0.0032075662350346127,0.012253049200538916,-0.009354996277210422,0.0027816968913408637,0.03784120578271357,0.018408175430959812,-0.007660775608063686,0.017645742132552572,-7.552078947144274e-4,-0.0010932850583826438,-8.804548737488267e-4,-0.010001376591760295,0.0233422029642148,-0.020556255469990174,6.533276395922888e-4,0.004808778754879576,9.019516516033357e-6,0.016376650404406213,-0.010587857700490772,-0.0053480521728798466,-0.005084868997647829,-0.008012447959483882,0.002595901727833732,0.012541366703337237,-5.270507446299892e-4,-0.0034563220567272587,0.0025936727920644344,3.437029479639353e-4,-3.4384234926650007e-4,0.006327039170477334,0.0023074110335885734,-0.004413526835807195,-0.006374520985400342,-0.0011488516476162738,-0.0034210677712475145,-0.0014373355224321948,-0.00536591612663601,-0.001831148253734471,0.0028868613199498376,0.0014575171922850514,-0.0013131111588742975,-0.0012928514381572106,-0.001999764536768702,-0.0013841696729379005,-0.0019345181693122787,0.0018043563748074512,-0.002932133966074539
Feresa-attenuata_NHMUK_CE1874.11.25.1_2.pts,Feresa_attenuata,Delphinidae,living,Other,Other,-0.06351119805268308,-0.006782128588876007,0.019421989747076086,-0.02044099903861076,-0.011958091699600886,-0.021399485629238733,0.006437330842105967,0.01443762682062603,-0.0019563058810616227,-0.02225623623040562,-0.02380493379771419,0.013860871672761874,0.031064511185822014,-0.026590859642003677,-0.013082921423314433,-0.005066113479098387,-0.03118115144701082,0.02588717507866874,0.007312688970340354,0.01968234004830074,0.011024846861730764,0.01808764026134368,-0.0022898831536939277,-0.011151170363270154,-0.002437347681145052,0.011112251476107522,-0.016609473794237523,0.024692144196581518,-0.018489940718330433,-0.0015468196646738624,8.701557386470884e-4,0.019276933782650576,-0.017084244153062495,-0.006102639917184462,-0.016186556061409937,-0.012703712184676336,-0.010561244784348648,-0.008793966587585989,-0.0077161769449368865,-0.005305772952783189,-0.010705937197251107,-0.0011482313788935166,0.012796199549026147,0.0010269352298687038,-0.008050450684718909,-0.013869301799763197,0.006883200023976141,0.007865528267171542,-0.0064027402506233455,0.001663344009634043,0.0036126987980206497,-0.0023843527241079795,0.0023762571630189778,0.005675739193956805,-4.787863072696132e-4,0.0021631956375431304,-0.002693649756629264,4.3232120056404145e-4,-9.827662275388438e-4,-3.2438401320022893e-4,-0.007084322584484714,0.0025399975568451832,-0.0012291188474855069,0.0038466121900391295,1.2132127086176094e-4,-0.0018972727963354216,-0.001951220206994201,4.24929274079226e-5
Globicephala-melas_NHMUK_CE1947.12.31.4_2.pts,Globicephala_melas,Delphinidae,living,Other,Other,0.010603469325139682,-0.1400318608927738,0.038744504066808357,0.23090238205229188,-0.09811183394340044,0.044254695829810856,0.02842163272545291,0.04582247609808783,-0.04768021693491039,0.04345599604405454,-7.331708554576127e-5,-0.0023209700498570823,0.026003863831159324,0.0025478137899498906,-0.016215665404106246,-0.005477134524619559,0.007304678816801327,-0.005428488615279968,-0.010696076018891687,1.545870309614288e-4,-0.008581825535690844,-0.0015109838740555279,-0.0037894563673004913,-0.00294924298189541,0.001298569232856349,5.293495791423787e-4,-0.004492406321440709,0.0018726419108524494,-0.002532672095663045,-4.8699920303162523e-5,-2.9880687043477014e-4,-0.002219619491357079,0.0018784763716179413,-6.427818697623063e-4,-4.097839979981603e-4,8.693794990014143e-5,5.544739520569281e-4,8.876281567892111e-4,-3.690852528159199e-4,-0.001249888068438009,-0.0021774886610849416,-0.001626961956266938,7.665526439358731e-5,6.788794759801399e-4,-9.830017275952194e-4,-0.001026556038630426,7.683764145435094e-4,0.0010897849001815995,0.0010649600648289686,-1.0856930773658961e-4,-9.777985732268353e-4,-3.6129533563146167e-4,-4.1390373940647384e-4,-0.0010507600129380358,4.544573853099828e-5,5.16020462657391e-4,1.8396938291902185e-4,-6.750788369710992e-5,7.27964921121223e-5,6.518159507815511e-4,1.0391772908150463e-4,2.0650399256270948e-4,-1.0160397077179164e-4,-8.127899693375231e-5,-2.4093282853954187e-4,-3.216515386634883e-4,-2.9042102975341774e-4,1.3090296067374847e-4
Grampus-griseus_NHMUK_CE1920.12.16.1_3.pts,Grampus_griseus,Delphinidae,living,Other,Other,0.028153691977003056,-0.06386074673012238,0.007568727762917617,0.019634357803115933,0.061655416986427174,0.042615710462465345,-0.02915797866143045,-0.030076223722702914,0.05211199046513218,0.007960754303028944,0.0025206021490220267,-0.0010064040322910889,0.009173477325194303,-0.007383478299827233,4.4118219964339316e-4,-0.0027471011601639425,-0.014993840476551718,0.008933548284233093,0.02130942894571546,0.03676122862104154,0.0015274113837370497,-0.02761724404849191,-0.012222896171107916,0.014806368774333896,0.003048548029698972,-0.0032570504986743163,-0.016304844438966407,-0.008791947824051601,-0.007353437249035502,-0.004412548448992362,-0.004492841250006437,-0.003507800906291302,-0.011298256325650635,0.020966714249159468,0.017329889990268965,-0.01310723695387975,0.011836646960091698,-0.008161883613874139,0.0023148770244311614,0.002725767894031952,-0.003652829228145179,0.007185679854571177,-0.002388040815376787,-0.003744798774699899,0.012744000745143997,-0.0028014965707163575,0.00916773724337479,0.0037385064455959394,0.003438545096222215,0.0012248813891010814,0.0021401514093983397,-0.0019733949986082445,-1.5177075757862908e-4,-0.011428791022364115,-0.008017142224003243,0.0058683213709233625,0.004801352059285891,-0.001919309095385264,-0.0014327332778229097,-0.0043508019316359356,0.0025706703636511597,0.0019545868548787137,0.0011686253460800045,0.006112347243532,-0.0017169511966854205,2.3825825352214063e-4,8.251998162847921e-4,0.0012976469157372874
Hyperoodon-ampullatus_NHMUK_CE1862.12.2.2_2.pts,Hyperoodon_ampullatus,Ziphiidae,living,Other,Other,-0.09431396308079215,-0.0471500838866351,0.010824761377442005,0.011395213857406819,0.11319016818727252,0.03929566034991966,0.039655808135536666,0.002609706066926115,-0.022797139951132722,-0.012960239893511175,0.01261388311083761,0.017942488822288577,0.019772566437611407,-0.01205075417597009,-0.01588059260156846,0.029970607987897684,0.00635901642199443,0.004021339038858919,0.023588751353247,-0.026738962375714756,0.009927021771698994,0.008407498105255418,-0.0039980401567561935,-0.014131772526427033,-0.008718773178109493,-4.887112008854666e-4,0.02315017588979377,-0.01902716239138438,0.0024292376241973643,0.016840410859824295,-0.009257027863031493,0.022148795586044788,-0.01236297622151918,0.006923729782676321,0.013249715168666564,0.01427087154058375,-3.0969234028936556e-4,-0.012696884828451887,0.013002820166063451,-0.010390368119739948,0.011461231350472207,6.002556020490055e-4,0.0017466901706844151,8.523490006273811e-4,-0.00468677104238579,0.003313468483589882,0.0024254252680490263,0.0025208316503350092,-0.008572907241528531,0.0026805834907578712,-0.0018084565824919663,-9.254842012232769e-4,-0.0045355998951647335,0.0018462220906899185,-0.0019514691137514412,7.337302778020626e-4,2.4692900271868883e-4,0.0019372961757547517,0.003807305864646808,0.0019879265022678992,-8.405582748637507e-4,8.716579536006844e-4,0.0017153800299617437,-6.181854837348226e-4,-2.634887344627347e-5,8.761196088482129e-4,0.0010177435040826025,-8.243239099003915e-4
Hyperoodon-planifrons_NHMUK1934.7.23.3_2_reflected.pts,Hyperoodon_planifrons,Ziphiidae,living,Other,Other,-0.0964701534612683,2.7283284304793656e-4,-0.023614971644719533,-5.909462224698287e-5,0.029156565029970258,0.029548065127267834,-0.0010046460199894588,-0.023066689106678657,-0.0014557804877203808,-0.002065544836984121,3.6655230488067195e-4,-0.023430119858802816,0.02457831419010946,0.013353497940103407,-0.002018354249311582,0.0018512623352986233,0.005053832132383864,-0.018599360009950362,0.01887881474689253,-0.022331656806598797,-0.00294074963976336,0.010349159842071739,-0.0022909702699163118,-0.01592302635665431,-0.004305694590565986,0.004981496077420355,4.20330735687225e-4,0.01472338296805644,0.0028062116737676687,-0.010208426869615268,0.004529933875807349,0.001785607616205475,-0.00801771397445448,-9.556549638214867e-4,-0.0034887487037270543,-0.018433443606400368,-0.006466066354445144,0.014349476907701563,-0.003149545855329782,0.010347189966195124,0.006476386536989201,-0.010691744882233699,-0.009885954109572116,-0.004243303779637394,0.006409987182655391,-0.002066098736103286,2.720752179296596e-4,-0.006469864052003678,-0.002406292224693376,0.003248291573670728,-0.0038167285175314605,-0.0063601094843066695,0.004019174542385709,-0.012085692201375054,0.006319836802948699,-0.010401175404983557,-0.004082003684889579,5.925166271785056e-4,-0.011270279675851329,-0.0037565284565879123,0.004331768420107594,0.013770739147198586,-0.0020523134761976348,-0.003935755718114062,-0.002221210590868307,2.282678464846706e-4,0.0026997466169669123,0.0015271000163910556
