filename,specID,taxon,family,group,habitat,habitat1,habitat2,diet,feeding,feeding1,feeding2,bodysize,divetype,hearingtype,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12
Inia-geoffrensis_NMB7167.pts,NMB7167,Inia_geoffrensis,Iniidae,Other,riverine,riverine,riverine,fish,raptorial,raptorial,raptorial,207,shallow,Type2,0.46061548356294413,1.4281141483302717,0.7504732342717824,-1.7013363371061987,-0.6934107119493642,-0.40246449864491063,-0.2897992798019139,0.26337405996939195,0.3463895802167557,-0.13162168928239848,0.0366827375683402,-0.02724734186911267
Kogia-breviceps_NMVC24976_2_reflected.pts,NMVC24976,Kogia_breviceps,Kogiidae,Other,oceanic,oceanic,oceanic,generalist,suction,suction,suction,680,deep,NBHF,-1.5523361212999351,0.387877692398519,-0.9762164481043772,-0.6744817908825783,-0.7733108827167365,-0.6321361665191372,0.7291278518857423,0.18288160232275086,-0.7566123174639634,0.05142239479329478,0.01210584129784592,-0.013243955211125796
Kogia-sima_NHMUK_CE1952.8.28.1_2.pts,NHMUK_CE1952.8.28.1,Kogia_sima,Kogiidae,Other,oceanic,oceanic,oceanic,cephalopods,suction,suction,suction,280,deep,NBHF,-1.7959442727709547,0.037201514408583866,-1.000870879635808,-0.09173431193739011,0.18511344955709833,-0.6244016028746121,-0.06597395367631895,-0.31360517394338455,-0.22493095503417762,0.03584019189623477,0.006236228439294974,-0.02144492910418798
Lagenodelphis-hosei_NHMUK_CE1895.5.9.1_2.pts,NHMUK_CE1895.5.9.1,Lagenodelphis_hosei,Delphinidae,Other,oceanic,oceanic,oceanic,generalist,suction,suction,suction,210,deep,Type2,-1.0536698205401263,1.930406860708084,-0.7449384529719761,0.17571397709031986,-0.018126278385356298,0.19543550673795848,-0.16327220526326014,0.4880562419741506,0.06332628715944041,0.050584856869904896,-0.00680576156705974,0.007475730900955006
Lagenorhynchus-acutus_NHMUK_CESW1928.19_2.pts,NHMUK_CESW1928.19,Lagenorhynchus_acutus,Delphinidae,Other,nearshore/oceanic,nearshore,oceanic,fish,raptorial/suction,raptorial,suction,235,mid,Type2,0.30024763616754596,1.4655092177239488,-0.5344059779756652,0.6816873139556763,0.03856028901885866,0.49681465321548934,0.2069425135078338,0.2935041634264287,0.02762521600195493,0.018571390665417194,-0.01429916935853852,0.009085279419850973
Lagenorhynchus-albirostris_NHMUK_CE1848.7.12.12_2.pts,NHMUK_CE1848.7.12.12,Lagenorhynchus_albirostris,Delphinidae,Other,nearshore/oceanic,nearshore,oceanic,fish,raptorial,raptorial,raptorial,350,mid,Type2,0.1412663636820326,1.0737361370862328,-1.7021052244914359,0.28591050546885144,0.3418432233455477,0.17430391868440342,-0.08513697905331787,0.2749172543863385,0.03218793279370835,0.028239611782887458,-0.01749596507092903,0.010974164547853795
Lagenorhynchus-australis_NHMUK_CE1944.11.30.1_2.pts,NHMUK_CE1944.11.30.1,Lagenorhynchus_australis,Delphinidae,Other,nearshore,nearshore,nearshore,generalist,raptorial,raptorial,raptorial,115,shallow,NBHF,-1.8465217933711098,0.04530446550354921,-0.0883979353832898,0.3773511349673643,0.1040422326659694,-0.21240982398877625,0.25686196019137975,-0.05250459319227316,-0.14613331412532898,0.009910705793520361,-0.0028737974718508422,3.609225110557131e-4
Lagenorhynchus-cruciger_NHMUK_CE1960.8.24.1_2.pts,NHMUK_CE1960.8.24.1,Lagenorhynchus_cruciger,Delphinidae,Other,oceanic,oceanic,oceanic,generalist,unknown,unknown,unknown,94,deep,NBHF,-1.6539751815688772,-0.3275707337914545,-1.7701971345502332,0.19530141557981998,0.0758588280042713,0.38917401391095785,-0.20279304336991522,-0.4006960268813059,-0.007802914928396444,-0.03348383928934513,-0.02405016897020851,-0.03821762048522272
Lagenorhynchus-obliquidens_NHMUK_CE1966.10.25.1_2.pts,NHMUK_CE1966.10.25.1,Lagenorhynchus_obliquidens,Delphinidae,Other,nearshore/oceanic,nearshore,oceanic,fish,raptorial,raptorial,raptorial,198,deep,Type2,-0.05256733118726957,0.9139556891917344,-1.146731239289831,-0.24336644756534528,0.2840311096290658,-0.04239821730876831,-0.21822410910442994,-0.0996173219484444,0.1355223375201864,-0.003599166068942018,0.004410415757509353,0.0023149066605658345
Lagenorhynchus-obscurus_NHMUK_CE1841.1733_2_reflected.pts,NHMUK_CE1841.1733,Lagenorhynchus_obscurus,Delphinidae,Other,nearshore,nearshore,nearshore,generalist,raptorial,raptorial,raptorial,85,deep,Type2,-0.2669081678823036,1.0070463422582083,-1.0150175616507504,-0.15539176184601877,-0.13539775565703924,-0.12109763237404955,0.01763511677965636,-0.08913595812338848,0.03450593921373245,0.013984785430257798,-5.19709707167363e-5,-3.846672380885333e-4
Lipotes-vexillifer_AMNH57333_reflected.pts,AMNH57333,Lipotes_vexillifer,Lipotidae,Other,riverine,riverine,riverine,fish,raptorial,raptorial,raptorial,167,shallow,Type2,1.097986623679335,1.0643618448626897,1.9430066641173682,1.3001288455939979,-0.32322763926927883,0.5107018433707162,0.900907507469445,0.5386937836494198,0.03294042749132102,-0.034276181097781036,-0.018137757367470767,-0.029181165163515155
Mesoplodon-bidens_IRSNB16232.pts,IRSNB16232,Mesoplodon_bidens,Ziphiidae,Other,oceanic,oceanic,oceanic,generalist,suction,suction,suction,1500,verydeep,Type2,2.1069420658633744,-1.8955251518119627,-1.550274665370249,-0.10542781742978077,-1.0757992837497834,-0.44123674799090284,0.4681983498680523,0.06935830464435327,0.300428187392387,0.07311117386898781,0.05479569924876197,0.008756465804826705
Mesoplodon-grayi_NMVC31378_2_reflected.pts,NMVC31378,Mesoplodon_grayi,Ziphiidae,Other,oceanic,oceanic,oceanic,generalist,suction,suction,suction,900,verydeep,Type2,1.598215021227075,-2.3134632467290634,0.23027465845456307,1.0021009000065142,1.8202001198212865,-0.7286657688022953,-0.11385664853042932,-0.9080346355566158,-0.18818111882510652,-0.1784952783018515,0.04809474205884865,0.01929314675537551
Mesoplodon-hectori_NHMUK_CE1876.2.16.3_2.pts,NHMUK_CE1876.2.16.3,Mesoplodon_hectori,Ziphiidae,Other,oceanic,oceanic,oceanic,unknown,suction,suction,suction,500,verydeep,Type2,2.963242100375268,-2.2238117526330066,-0.45517735457064445,0.34147530896056827,-0.28737370488261893,0.0212361422669749,-0.3952981579700113,0.28849101708902175,0.2664884965508326,-0.04433501590374249,-0.016968574995253307,-0.005422825264656655
Mesoplodon-mirus_NHMUK_CE1920.5.20.1_2.pts,NHMUK_CE1920.5.20.14.52,Mesoplodon_mirus,Ziphiidae,Other,oceanic,oceanic,oceanic,generalist,suction,suction,suction,1400,verydeep,Type2,3.493178629055197,-1.000074139635587,-1.1645024876130092,0.2524865998044357,-1.3930844141483554,-0.1863333245137831,1.6496485476658662,0.5610120098214566,0.23555822020943706,0.13270694956063556,-0.0776432156777152,0.016825233789754136
Monodon-monoceros_AMNH73315_reflected.pts,AMNH73315,Monodon_monoceros,Mondontidae,Other,nearshore/oceanic,nearshore,oceanic,generalist,suction,suction,suction,1800,deep,Type2,2.7363277080872725,1.2544310002591201,2.5460882362298034,0.9032823801606844,0.014411234923262073,0.15246907858760114,0.012590766055407182,0.7807084263438696,-0.9190679945437586,-0.08543501654099747,-0.010328334698730277,-0.06315959669466288
Neophocoena_phocaenoides_NHMUK_CE1903.9.12.3_2.pts,NHMUK_CE1903.9.12.3,Neophocaena_phocaenoides,Phocoenidae,Other,nearshore,nearshore,nearshore,generalist,suction,suction,suction,55,shallow,NBHF,-0.9304587184617041,1.4268580619261322,0.8119596728328756,-0.2927581408606494,-0.19365949578261096,-0.17375196383897354,-0.23001697965054782,-0.14830062593321905,0.1002913240292202,-0.014373950976044629,-0.0012777772157379734,-0.021413795101965116
Orcaella-brevirostris_NHMUK_CE1883.11.20.2_3.pts,NHMUK_CE1883.11.20.2,Orcaella_brevirostris,Delphinidae,Other,riverine/nearshore,riverine,nearshore,generalist,suction,suction,suction,130,shallow,Type2,1.9089593669595972,2.3199330441122346,0.7452269360532008,1.4091123118024953,0.06811566626138875,0.7058359075308015,0.06626791979532695,-0.2070666780875162,0.06549270327645722,0.05782022897994229,0.022389379320929444,-0.02766492726229397
Orcaella-heinsohni_QMJM4700_2.pts,QMJM4700,Orcaella_heinsohni,Delphinidae,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type2,1.812809931166624,0.9131563408186381,-0.0557626771642029,-1.488537541555286,-0.47501319040819256,0.839395786198906,-0.7983599696953793,-0.47937244030997295,0.21447179821812398,0.12169191158809257,0.03977449767351724,-0.01739291596502004
Orcinus-orca_NHMUK_CESW1927.28_3.pts,NHMUK_CESW1927.28,Orcinus_orca,Delphinidae,Other,nearshore/oceanic,nearshore,oceanic,generalist,raptorial/suction,raptorial,suction,6600,shallow,Type2,4.946936560886096,-0.012400119467423754,-0.44003321385005256,-0.6776390551674415,1.2055805777720723,0.14027045506272295,-0.7395689217207954,-0.08555519966345204,0.3781197753703904,0.04108814998261043,-0.034968750709507376,0.017380915880198543
Peponocephala-electra_NHMUK_CE1992.100_2.pts,NHMUK_CE1992.100,Peponocephala_electra,Delphinidae,Other,oceanic,oceanic,oceanic,generalist,suction,suction,suction,275,deep,Type2,-0.12047126172073705,1.4886678286971353,0.4743189444009659,1.7883186780278666,-0.05151968567618148,0.5472826588650841,0.42207577414282843,-0.033797946069484,0.2557621682611679,0.09385324223549305,0.04049693213629024,0.0031598862240269907
Phocoena-dioptrica_NHMUK_CE1939.9.30.1_2.pts,NHMUKCE1939.9.30.1,Phocoena_dioptrica,Phocoenidae,Other,nearshore/oceanic,nearshore,oceanic,generalist,suction,suction,suction,115,mid,NBHF,-2.4530263967164947,-1.6972367726357145,2.9724238022221097,0.14877219788899465,-0.5859593097071732,0.4058934821380017,0.294253110901036,-0.7442075177169227,-0.059188380941929686,0.04867725282701957,-0.02627575229798835,0.09345691456275168
Phocoena-phocoena_NHMSW1954.15_2_reflected.pts,NHMUK_SW1954.15,Phocoena_phocoena,Phocoenidae,Phocoena_phocoena,nearshore/oceanic,nearshore,oceanic,generalist,suction,suction,suction,75,shallow,NBHF,-2.53313877394352,-0.5361694626085268,-0.1492778752356268,-0.2953686053661282,0.1585521001723244,0.09588986345109304,-0.26453955338487817,0.3989403236582526,-0.5188622516825498,-0.01195733230076363,-0.03214545903035719,-0.001435104312453726
Phocoena-phocoena_NHMUK_1846.12.15.6_2_reflected.pts,365B,Phocoena_phocoena,Phocoenidae,Phocoena_phocoena,nearshore/oceanic,nearshore,oceanic,generalist,suction,suction,suction,75,shallow,NBHF,-2.505054046445791,-0.7274160332466607,0.22839211606862192,-0.2573706154566361,-0.04710905493718548,-0.3645172127152907,0.07726252339951215,0.1774616265031057,-0.15518501456434974,0.022550500338812132,-0.0184047706557965,0.015494697826466586
Phocoena-phocoena_NHMUK_1873.6.3.45_2_reflected.pts,365I,Phocoena_phocoena,Phocoenidae,Phocoena_phocoena,nearshore/oceanic,nearshore,oceanic,generalist,suction,suction,suction,75,shallow,NBHF,-2.6805276870398043,-0.7358014367448423,0.9345812368754489,-0.17493725479238734,-0.2265495759865055,-0.2933144728088414,0.1825343722980176,-0.13243835019763153,-0.1544758587768217,0.03604216523663338,-0.024935613303212714,0.03693012305396651
Phocoena-phocoena_NHMUK1925.4.29.1_2_reflected.pts,NHMUK_1925.4.29,Phocoena_phocoena,Phocoenidae,Phocoena_phocoena,nearshore/oceanic,nearshore,oceanic,generalist,suction,suction,suction,75,shallow,NBHF,-2.4798371947467124,-0.42381805862576666,-0.4656688624163859,-0.3129139676454169,0.25044708191806453,-0.5985609038179931,0.032366358309467144,-0.1265060149246927,0.14173572607752835,-0.009128138709497913,1.8460550432130088e-5,-0.016763589744995477
Phocoena-phocoena_NHMUK1933.15_2_reflected.pts,NHMUK_1933.15,Phocoena_phocoena,Phocoenidae,Phocoena_phocoena,nearshore/oceanic,nearshore,oceanic,generalist,suction,suction,suction,75,shallow,NBHF,-1.9721436709473166,-1.0826919481479769,0.9014414497301716,-0.28680580489332846,0.1482360474569049,0.3353476550812993,-0.2586056967017006,0.08000921700134589,-0.25890833773677663,-0.012364369726766153,-0.013586631894024925,0.025747577648225606
Phocoena-phocoena_NHMUK1933.17_2.pts,NHMUK_1933.17,Phocoena_phocoena,Phocoenidae,Phocoena_phocoena,nearshore/oceanic,nearshore,oceanic,generalist,suction,suction,suction,75,shallow,NBHF,-1.3433833718017805,-1.052379269807826,-0.9164696350699174,-0.5864154854755446,0.005634996137687365,0.30236267020812974,0.5145814375077917,0.5039605394478737,0.23834816072117704,0.0015476460024003921,0.02924999256967463,-0.0062790396085171535
Phocoena-phocoena_NHMUK1934.45_2_reflected.pts,NHMUK_1934.45,Phocoena_phocoena,Phocoenidae,Phocoena_phocoena,nearshore/oceanic,nearshore,oceanic,generalist,suction,suction,suction,75,shallow,NBHF,-2.6399464232180603,-0.6346638820708346,0.3463031298690879,-0.341445493384961,0.20272391212627,-0.1290003769381556,-0.19860561953301978,0.2624227317362294,0.15364078346426832,-0.030533195713535535,-0.030589792286392206,0.004773551512748501
Phocoena-phocoena_NHMUK1934.51_2_reflected.pts,NHMUK_1934.51,Phocoena_phocoena,Phocoenidae,Phocoena_phocoena,nearshore/oceanic,nearshore,oceanic,generalist,suction,suction,suction,75,shallow,NBHF,-1.4842986802690872,-0.600803308292206,-0.8538447522066935,-0.687429470776994,0.47537628385409336,-0.19362699486771298,-0.027965267750689915,0.5353425728535784,-0.35424766949063957,-0.013242137367019341,0.027660043057977417,-0.009976126631114527
Phocoena-phocoena_NHMUK1965.3.30.1_2_reflected.pts,NHMUK_1965.3.30.1,Phocoena_phocoena,Phocoenidae,Phocoena_phocoena,nearshore/oceanic,nearshore,oceanic,generalist,suction,suction,suction,75,shallow,NBHF,-2.618412189668213,-1.487887544439141,0.022689091256088798,0.04633769990602452,0.6197742957485236,-0.5274060715736962,-0.021986581839577732,-0.17340496589669274,-0.2625562652074113,-0.08929207922653307,0.006108427154149819,0.01553812698221096
Phocoena-phocoena_NHMUK1992.263_3_reflected.pts,NHMUK_1992.263,Phocoena_phocoena,Phocoenidae,Phocoena_phocoena,nearshore/oceanic,nearshore,oceanic,generalist,suction,suction,suction,75,shallow,NBHF,-1.9702225693901423,-0.7547649872531361,-1.174479259307668,-0.23367617283157668,0.33969146056370025,-0.4327640739400482,-0.015881838504842496,-0.01798914201665896,-0.2313422998038896,-0.013743065739532994,0.01620849582979571,-0.029074635710342155
Phocoena-phocoena_NHMUK92.265_2_reflected.pts,NHMUK_92.965,Phocoena_phocoena,Phocoenidae,Phocoena_phocoena,nearshore/oceanic,nearshore,oceanic,generalist,suction,suction,suction,75,shallow,NBHF,-2.963415801829096,-0.6540547267739998,0.5050544198252582,-0.2062627113530061,0.19206654127247966,-0.6518718866870268,0.004565595149391866,-0.06015597420028779,0.06817882698745925,0.011543508593521929,-0.022901529096695395,0.018570790886526307
Phocoena-phocoena_NHMUKSW1926.29_2.pts,NHMUK_SW1926.29,Phocoena_phocoena,Phocoenidae,Phocoena_phocoena,nearshore/oceanic,nearshore,oceanic,generalist,suction,suction,suction,75,shallow,NBHF,-2.4529369883165155,-0.16879308404938387,0.372616482782523,-0.555710347232821,0.2255723321643169,-0.4784162217037691,-0.2346388805728992,0.32509245852011703,-0.34050298989328587,0.037675520537643274,-0.021487435215792557,0.00932898735726406
Phocoena-phocoena_NHMUKSW1934.14_2_reflected.pts,NHMUK_SW1934.14,Phocoena_phocoena,Phocoenidae,Phocoena_phocoena,nearshore/oceanic,nearshore,oceanic,generalist,suction,suction,suction,75,shallow,NBHF,-1.854409117094896,-0.5180007152881356,-0.25278244998444654,-0.5854201012725322,0.2831424676644231,-0.07482677637766061,-0.08703162677014345,0.28879855775738983,0.10033743535077097,-0.013875633513086317,-0.001099467243344504,-0.005936625365758051
Phocoena-phocoena_NHMUKSW1934.31_2_reflected.pts,NHMUK_SW1934.31,Phocoena_phocoena,Phocoenidae,Phocoena_phocoena,nearshore/oceanic,nearshore,oceanic,generalist,suction,suction,suction,75,shallow,NBHF,-2.4158741423248276,-0.30110611160289136,-0.5869933890098243,-0.3447639695885404,0.13314085768465428,-0.3161865366744282,-0.02086405595223864,-0.11013070198762057,0.3610968551183408,0.013775168127018116,-0.010812954323708364,-0.020909374650491457
Phocoena-phocoena_NHMUKSW1934.32_2_reflected.pts,NHMUK_SW1934.32,Phocoena_phocoena,Phocoenidae,Phocoena_phocoena,nearshore/oceanic,nearshore,oceanic,generalist,suction,suction,suction,75,shallow,NBHF,-1.7524038786130858,-0.9261230378107506,-0.22134409516080258,-0.4965069935778047,0.30198133299682295,-0.09957653185354456,0.022829048598338092,0.40845267185652456,-0.18400067948150015,-0.012938472215860542,0.00915241328995583,0.00488181330024542
Phocoena-phocoena_NHMUKSW1937.24_2_reflected.pts,NHMUK_SW1937.24,Phocoena_phocoena,Phocoenidae,Phocoena_phocoena,nearshore/oceanic,nearshore,oceanic,generalist,suction,suction,suction,75,shallow,NBHF,-1.6285971072865246,-0.7216767887353164,-0.32897709575403494,-0.43528471945168135,0.3125488584854405,0.426960636442326,-0.36878414726082487,0.024670986219162666,0.38771806477331505,-0.016543170901009027,-0.010098116076240837,-0.014318873856795047
Phocoena-phocoena_NMB10131.pts,NMB10131,Phocoena_phocoena,Phocoenidae,Phocoena_phocoena,nearshore/oceanic,nearshore,oceanic,generalist,suction,suction,suction,75,shallow,NBHF,-1.905255924420574,-1.9033529380118281,0.8809135291222252,0.032954564874212985,0.011225771337885437,1.55658747093753,-0.3632155754421552,0.15489793079611872,0.24303886877869207,-0.16315013189133343,-0.03430088562441205,8.281873736265638e-4
Phocoena-phocoena_NMVC27654_2_reflected.pts,NMVC27654,Phocoena_phocoena,Phocoenidae,Phocoena_phocoena,nearshore/oceanic,nearshore,oceanic,generalist,suction,suction,suction,75,shallow,NBHF,-2.695871613772665,-1.7691853160787456,-0.35737796464363636,-1.3407733767436925,-0.542513098029417,0.3396998032080781,0.03610915869975123,-0.2532357759435177,0.36822173952905135,0.03643017770165938,0.05914286857506758,0.007892523142027548
Phocoena-sinus.pts,900519,Phocoena_sinus,Phocoenidae,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBHF,-2.1416756370590173,0.230256014516313,1.611361406000033,-0.21874218261451864,-0.028357416143722974,-0.25563625511277777,-0.02647868307036244,-0.2674834135478108,0.3541319236408034,-0.014703177614039172,-0.011553281322597007,0.003113202238872248
Phocoena-spinipinnis_IRSNB_21219_2.pts,IRSNB_21219,Phocoena_spinipinnis,Phocoenidae,Other,nearshore,nearshore,nearshore,generalist,suction,suction,suction,105,shallow,NBHF,-2.1200497387352386,-0.5167826262896259,-0.07025513217084547,-0.28032611627483167,0.20594280917884122,0.15691601255782528,-0.435499923163722,-0.23026549262033663,0.35445192705871725,0.016737147210689432,-0.021905722558317957,-0.013668881670162928
Phocoenoides-dalli_NHMUK_CE1965.1.19.2_2.pts,NHMUK_CE1965.1.19.2,Phocoenoides_dalli,Phocoenidae,Other,nearshore/oceanic,nearshore,oceanic,generalist,suction,suction,suction,200,deep,NBHF,-2.337351573032057,-0.8751726690638691,-0.06884005005318179,-0.10444915898010906,0.3336626923630278,0.5039772292125917,-0.21453034217482042,0.8242633187476468,-0.07945958888098219,-0.06146780247920316,-0.03568092982749936,-3.813910696115197e-4
Physeter-macrocephalus_NHMUK_CE893_2_reflected.pts,NHMUK_CE893_2,Physeter_macrocephalus,Physeteridae,Other,oceanic,oceanic,oceanic,generalist,suction,suction,suction,70000,verydeep,Type2,6.6058346512934385,0.44694166685336534,0.3550926524108588,-2.0491186432150257,2.1784715365085723,0.999669971367052,0.5263233355628083,-0.22864720012215545,-0.4537788675830837,0.1908398904518561,0.004885770632508224,0.024122445524759742
Platanista-gangetica_NMVC27417.2_2.pts,NMVC27417.2,Platanista_gangetica,Platanistidae,Other,riverine,riverine,riverine,fish,raptorial,raptorial,raptorial,110,shallow,Type2,1.9649034863221537,2.264591616114923,1.1344067673410003,-0.6355475909296421,-0.5800587311694663,0.12648245844433312,-0.029704912231707875,0.08811674421540816,-0.2199359926468805,-0.08006724433732343,0.014555109847635195,-0.044841576365458415
Pontoporia-blainvillei_MNHN1934.375.pts,MNHN1934.375,Pontoporia_blainvillei,Pontoporiidae,Other,nearshore,nearshore,nearshore,fish,raptorial,raptorial,raptorial,40,shallow,NBHF,-2.002640245604135,1.0239981685245525,0.9013076444878195,1.1163056667581008,0.5155378300531408,0.21434895021189543,-0.16256420972806443,0.49589527616747286,0.034920492125735524,0.05781020336610285,0.034871295673254254,0.01933870964654075
Pseudorca-crassidens_NHMUK_CE1992.248_2.pts,NHMUK_CE1992.248,Pseudorca_crassidens,Delphinidae,Other,nearshore/oceanic,nearshore,oceanic,generalist,raptorial/suction,raptorial,suction,2200,deep,Type2,2.7656157288998102,0.46271243773186854,0.2617092620143484,0.8223836321626652,-0.0662192558254856,-0.26804893183506817,0.27055443876192575,-0.8855463208127721,-0.16247016385881521,-0.02970649106703946,1.584258607028599e-4,-0.018559755867782614
Sotalia-fluviatalis_NHMUK_CE1856.8.2.2_2.pts,NHMUK_CE1856.8.2.2,Sotalia_fluviatilis,Delphinidae,Other,riverine,riverine,riverine,fish,raptorial,raptorial,raptorial,52,shallow,Type2,-1.4246236689520786,0.7039986329970207,1.0123800657772746,1.2223609551505428,0.2895383922648017,0.6468195678768258,-0.12999288753404256,0.2000923961903765,0.35598301008701855,0.021389296034886207,0.008135515340793924,-0.003935194497637164
Sotalia-guianensis_IRSNB_20137_2_reflected.pts,IRSNB_20137,Sotalia_guianensis,Delphinidae,Other,nearshore,nearshore,nearshore,generalist,raptorial,raptorial,raptorial,40,shallow,Type2,-0.9427514056543763,1.8608974421325502,-0.5064388366408186,-0.33530806711022904,-0.18394462075853682,-0.2777934844221173,-0.177775821197689,-0.13616453434037806,0.26781398010475355,0.020796677242741205,-0.009161576922714782,-0.004090851819158973
Sousa-chinensis_NHMUK_CE1914.1.14.1_2.pts,NHMUK_CE1914.1.14.1,Sousa_chinensis,Delphinidae,Other,nearshore,nearshore,nearshore,fish,raptorial,raptorial,raptorial,280,shallow,Type2,0.9152543751806392,0.6618817182191867,0.425301869603125,-0.16864917837444254,-0.3051872344829508,0.32770894574187087,-0.34453846330476495,-0.7313855498320815,0.25488327188230797,0.026195875141809426,0.0031349506757487756,-0.038612136179132305
Sousa-teuszii_NHMUK_CE1893.8.1.1_2.pts,NHMUK_CE1893.8.1.1,Sousa_teuszii,Delphinidae,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type2,0.9335298005495005,0.5062289505106669,0.4951366509026086,-0.0732384853976169,-0.8852098978360788,-0.07943448797347244,0.6274446364285438,-0.9562743854196257,-0.18982826660752744,0.05051529022829046,0.03075698483332924,-0.015413401102446845
