filename,specID,taxon,family,group,habitat,habitat1,habitat2,diet,feeding,feeding1,feeding2,bodysize,divetype,hearingtype,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68
Berardius-arnuxii_NHMUK_CE1982.315_2.pts,NHMUK_CE1982.315,Berardius_arnuxii,Ziphiidae,Other,oceanic,oceanic,oceanic,generalist,suction,suction,suction,9000,verydeep,Type2,-0.0030176635358168686,-0.16422167240542593,0.06436759373527885,-0.03257086433641752,0.002519197198478217,-0.033463470963988134,0.011624443933199455,-0.05498548567366756,0.011555287560980404,-0.02391377824673822,-0.0015454342916415447,0.013349722967076027,-0.022513508716227308,0.0036285825627701083,-0.01127235189686589,0.015878568261495817,-0.001721876812215159,0.00646402045723082,-0.02330429530237541,0.012102865061873806,-0.02338446238822999,0.0016067055845850758,-0.02553566770717191,-0.017308547327774586,0.008346409460820846,-0.016703703052145417,0.016064120645652886,0.0013060729738101785,0.0024465858484340247,0.00615528958907614,-0.01898010093153549,0.002828811210051172,0.007136125328798151,0.005124083726617045,0.002192315573348337,0.007081639114767451,-0.0022243398775202037,-0.003631235144874504,-0.004366763298217645,-0.01002755957178571,0.008555336544210063,0.0020700419788678417,0.0051316351363683375,0.01491724734955547,-0.003084203538940854,-0.017520247995595414,-0.008442692465624757,-9.132964586959875e-4,-0.0037457582368226553,0.003464309465042217,0.00739511484247306,0.007453669269444107,0.003990046376261429,0.0022370911892536723,9.071239276517222e-4,-0.00174738866671498,-0.0018785452531753333,-0.009708811134489348,-0.002990207006452572,-0.0023869965181064507,-0.0021707507890651183,0.005750320979796873,0.002780502242564407,1.4824819800784403e-4,0.002401486082928785,0.0010774867582222392,-0.00326775969486815,-0.001217079194461712
Cephalorhynchus-commersonii_NHMUK_CE1952.6.20.4_2.pts,NHMUK_CE1952.6.20.4,Cephalorhynchus_commersonii,Delphinidae,Other,nearshore,nearshore,nearshore,generalist,raptorial/suction,raptorial,suction,66,shallow,NBHF,0.00962073002483674,0.01309343770345355,-0.03287503742007888,-0.01857241903980407,0.0330867596080664,0.04128464608335868,-0.004496877909287189,-0.004103617011174521,-2.845752373627215e-4,0.021718160720950622,0.018212280509987782,-0.04002522109176364,0.02619834102093101,0.006462816276765534,-0.027698383005229494,-0.009397793216818563,-0.03526493282547377,0.01242355918676567,0.009607636402000795,0.027426418584990255,0.0038378402893705205,0.0013270390537258878,0.003599361266280579,-8.327532958001824e-4,0.013143602583012202,-0.008144210768459706,0.008683256428973083,0.010882987823054344,-0.007022425841383716,-0.0024772116072100895,-0.0035458456359375038,-0.005771232265780886,-0.0010237087120565814,-0.02092534877102026,-0.004629630427926914,0.0015979204206993292,0.005796243088158044,-0.001898242784836095,-0.010395142156642178,-0.014112171326045003,0.007556105742167539,0.0021956336993475315,0.007523722341467264,-0.005868598027093468,-0.005811876663865295,-0.004418546133109579,0.004146758059711219,0.013397421127385704,0.014071338394789919,0.0038456156523980806,-0.009674579049361524,0.003795687333534949,0.007579262774537205,-0.0029452810800698107,-0.004633780270648956,0.0054839121741468546,-0.0010529961720773058,-0.006839205925973756,0.007297893076708793,0.00386800803448802,5.361889954639056e-4,-0.0025045338045263537,9.199750772828844e-5,9.846829535131516e-4,-0.0027450422799609442,-0.005823188694607147,0.0014293139588380651,0.0015314206318598118
Cephalorhynchus-heavisidii_NHMUK_CE1948.7.27.1_2.pts,NHMUK_CE1948.7.27.1,Cephalorhynchus_heavisidii,Delphinidae,Other,nearshore,nearshore,nearshore,generalist,raptorial/suction,raptorial,suction,75,shallow,NBHF,-0.0022040905231418186,-0.032179251069233264,-0.01566751352168775,-0.03695819021377363,0.0329442364816689,0.02701134769082343,0.03789287736295506,-0.029823081975406056,-0.042010836581753856,0.015036716542229043,0.001920835794534441,0.006462621714204872,0.02287968047854112,-0.002129155493068631,-0.004319949914622692,-0.012013183826841802,0.004082414533633592,0.00897169631081146,0.050831793913969005,-0.007896341858671685,-0.01611325536581042,0.01187157125940816,-0.002106019033862434,0.010251234229408827,-0.006962259429718564,-0.003177243560151681,0.017312590293467562,-0.013102194090484914,0.0014339921877429905,0.00998035648110169,-0.016724866122202656,-0.006101949976941724,0.0033934386499223823,-0.0026590831226312446,-0.011669834316526677,0.01880146855819786,0.010776759348543106,0.003745823565874727,-2.60169964379425e-4,0.00785260780158658,0.013906739369599538,0.001252791946063299,0.0026658543444224225,-0.002544676418052086,0.004676381125445439,0.006590307984871838,0.0025734363231649463,-2.3582216870001775e-4,-0.006867762176486107,0.0019795581051920757,-0.007081176413451371,-0.005387516848255272,0.0013952314396638759,-0.003223284406126107,-3.839635777819147e-4,0.008393612374128298,0.0032284126904625725,0.0038505018228439203,-0.0010252746199595657,0.0013266165949493603,0.007753756685171425,0.004913288928863673,7.715893110781101e-4,4.2077216026216566e-5,0.006028841282969791,0.006512469247826689,-0.002226170394644347,-0.0058659920037350275
Delphinapterus-leucas_NMBCIII1086.pts,NMBCIII1086,Delphinapterus_leucas,Mondontidae,Other,nearshore/oceanic,nearshore,oceanic,fish,suction,suction,suction,1600,mid,Type2,0.0700259037568321,0.053760251582499356,0.06306105181124956,-0.005285962980526087,0.04694126067092126,0.061965664850428766,-4.648040642238029e-6,-0.0443653883280999,0.006288760004183497,0.013836095179078611,-0.0385973991408581,0.004891745654871556,0.005245896880350424,0.0482229207673106,0.018577276716000124,-0.00430936702011623,0.03855792605835777,-0.017425819277832308,-0.00555884549710809,0.009637594915929793,-0.010857909082581687,-0.013480718234839794,-0.02533479735110962,0.001146521752895864,0.01584483554703322,0.015693790321382756,-0.012239728899694777,-1.4275010342351875e-4,0.007688774960149098,-0.0055035856337189775,-0.0027357341986427204,-0.00928127424234621,0.009060286779538183,0.006798301324387482,8.184753060640123e-4,0.01313079744947833,-0.008675038470341807,0.011631151441968376,0.010117891312800619,-0.012881254996621207,0.0012797965296102716,0.006635277030460892,0.00798797544289967,0.004472455316454334,0.004506286854443944,-0.0011418742235114084,0.005380039202875744,-0.003110171199411787,-0.006831218251722393,0.0016002968065976413,-0.0065931163037952515,0.0033536145191699947,-0.007867476184939621,-0.001757902033129648,-1.8268134359808246e-4,0.0017293030076570572,0.00511947381330532,0.0053788141686044524,0.004539796435475937,-1.8290946986712446e-4,-8.638187169205421e-4,-3.69150832902872e-4,-0.005428275012071683,0.0016019675315189904,0.0014356247377985698,-0.009195767087187594,0.0025023107759608735,9.359991984365896e-4
Delphinus-delphis_NMB6679.pts,NMB6679,Delphinus_delphis,Delphinidae,Other,nearshore/oceanic,nearshore,oceanic,fish,raptorial,raptorial,raptorial,200,mid,Type2,0.1502186062826885,0.03549950993541915,0.028251906553426576,0.016364949709356653,-0.0378122944741608,0.04003720781190173,0.02214898582699033,0.06238662414652046,0.019637934207367192,-0.01403207183368303,-0.005410898312663686,-0.0022910617489744736,-0.02690942166115821,0.010507892849175733,0.04200718362995045,0.040384496045409196,-0.02689018028134719,-0.018281925010737346,-0.007521508276818129,-0.015836423253578782,-0.022822997335809402,-0.011485895579182179,-0.012266328281920806,0.01681658716491618,-0.0013926839091502328,-0.019759264131078244,0.0076705162871611755,-0.019788619477547627,0.008584631520951742,-0.0014945710396527638,0.012249862674905755,0.021969059575596424,-4.643074693664865e-4,-0.008763496057966908,-0.005095033568964999,0.014069490096562467,0.010913182766081152,-0.010951305036438352,0.00484290475586431,-0.002095787850752722,-5.2023188665717455e-5,0.014529623394904953,-0.00297785686327238,-0.006473343473966534,0.004372706201025552,-0.008014900792449469,1.9889307008754125e-4,-0.010720066025725,0.003596650575384657,0.002302188673611229,0.0018990350537172618,4.654939841935235e-4,0.005323131858068771,0.00556286931038993,-0.002177481850608456,0.003029415280548491,-0.001592326164707499,0.0027055669925131268,0.0055731007706190045,0.0029873871581079132,0.004197289230813512,-0.0018574702055606602,-6.832574202088702e-4,0.0019015620889698502,-0.0036786842705879576,0.001243203193533857,0.0020406700380691343,1.947635126123805e-4
Feresa-attenuata_NHMUK_CE1874.11.25.1_2.pts,NHMUK_CE1874.11.25.1,Feresa_attenuata,Delphinidae,Other,oceanic,oceanic,oceanic,generalist,raptorial,raptorial,raptorial,225,deep,Type2,-0.06548596350780575,-0.0926903555581099,0.06171490232785582,0.03992041638084967,0.021376890616096086,0.029393073164783515,-0.05621179906149153,0.03369061795509493,0.038064142611764946,0.09556911628754265,-0.01910687048307375,0.009955002292091989,0.005404569089952267,0.004483481714089293,-0.01339936067335382,-0.0010560311262254372,-0.044607330062863784,-0.03515903254951483,-0.015489352641295544,-0.012979831254395342,-0.005952530686160891,-0.009856202433779444,-0.008113441310337397,-0.026075571746633486,-0.023366870760064835,0.030069756495072347,0.001797774305495961,0.0034483406264370084,-0.013831807273568066,-0.0122766291956591,-0.009120901752351604,0.01610697821349277,0.01210764219127128,-0.017075604258504806,-0.0038482453907911396,0.007778214603767127,-2.3829386937347354e-4,-0.003109134613444883,0.0013322229380385991,-2.0991980318926494e-4,0.0065369774907710065,-0.006095848955531265,-4.918023863951731e-4,-0.003020273477297976,-9.518946273495273e-4,0.003151613628906299,-6.412516367667398e-4,-0.0017806234412165842,0.004665210794012535,-0.005216270460629281,8.864911846463954e-4,-0.0025356503922728817,-0.008559984328951796,-0.0010074380917957334,1.5221203929305913e-4,-0.004071361654670575,0.002104083822057173,3.788513511719972e-4,-0.0024671023017623496,-0.0016891396466786337,0.0012975100686872414,0.0022828681774086563,0.0013535323949395608,-8.882647177002146e-4,0.0023580124801887603,0.0011754881793638102,-0.001347874891025477,5.539966693449642e-4
Globicephala-melas_NHMUK_CE1947.12.31.4_2.pts,NHMUK_CE1947.12.31.4,Globicephala_melas,Delphinidae,Other,nearshore/oceanic,nearshore,oceanic,generalist,suction,suction,suction,2300,deep,Type2,-0.3668326057323167,-0.08747343328599624,-0.03905418242919754,-0.27259154561146826,-0.048270195099529574,0.06503232140041783,-0.007385392944928151,0.06440629616345993,0.05676188005627758,0.009084585969099364,0.03827226125711015,-0.013169605295106213,-0.030381998727298885,0.01975626170562891,0.016845397251264473,0.00294514294971246,0.03671835335686693,0.011480833561375858,0.009655960117841643,-0.014921105416918799,0.021743709123593462,-0.005136163152614636,0.00798253758402842,-0.007965026969391293,-0.010302569634261804,-0.006794512056409987,-0.00845928935145944,0.002858766999318119,0.0026018941460083343,-0.003051332239658356,-0.005945147178798479,-0.002180809465906322,0.0027902262669050357,-0.00651750085108515,-0.0022203115818061054,5.016125563338227e-4,0.002158512195069547,3.0895402777932735e-4,0.006423824409729419,-0.003478750566660604,-0.0036776374046721613,-0.0024802535557915954,0.001171863008274199,7.328378429724096e-6,-1.851881199705861e-4,-0.0012494725605937452,0.0024647127986638087,6.488707820887977e-4,-4.315904303854413e-4,-6.390659836704431e-4,0.0014674532741011876,0.0027830791158039623,0.0013015503234540449,7.667091547889824e-4,2.143339504887157e-4,0.0010247889687941534,6.06505062149359e-4,0.001530157914887222,-7.603351954190275e-4,6.176237539271542e-4,-4.344120718885278e-4,8.373063216842588e-4,-4.533799783813543e-4,0.0011039085821336694,1.256245749205686e-4,-2.5918830530259347e-4,-2.609012249763039e-4,1.3091206829622827e-4
Grampus-griseus_NHMUK_CE1920.12.16.1_3.pts,NHMUK_CE1920.12.16.1,Grampus_griseus,Delphinidae,Other,nearshore/oceanic,nearshore,oceanic,cephalopods,suction,suction,suction,500,deep,Type2,-0.19652304161165335,0.022298471175796076,-0.0013583009066704278,-0.019484217052852502,-0.07290488287892054,-0.08681942269483825,0.008518558318013705,0.008077631576881296,0.006019004125904374,-0.0017006532905679786,-0.03575920249847663,0.009366566435254707,-0.02512785835565575,0.004717366584155036,-0.03462944747907256,0.0016852263264113562,-0.0033166121763346006,-0.013446378724741399,-0.023113015590297117,0.002321402050078374,-0.007730137584678245,-0.012588033878851483,-0.008376317066206031,0.015211794862794663,0.008964568375119395,0.004356997772871188,-0.008599140622716772,0.017189386539144317,-0.005550514905562436,-9.390388556869916e-4,0.0013409634457787751,-0.005688583410137862,-0.01007870051014603,4.557566164256661e-4,-0.011111706540630704,-0.0033063108638824125,0.0074917796388510385,7.301766647071596e-4,0.013758996219207452,0.014845749165046048,-0.0033926124096189613,0.0068143368386590405,0.003629712961673791,0.00664759937620351,-0.00817206240487857,-0.0012157850892815505,0.002737337957603073,-0.006513530814008813,0.0023685637990137434,0.0051993334927258545,-0.006301939074323584,-0.00424737706886988,-0.0038121515200960562,-0.00468290877722116,-0.006636313255093987,0.004403243899874016,6.889964963240966e-4,-0.008343721033113535,0.004038595524720293,0.003699631926826588,1.6932865245976937e-4,-0.004444264496142633,-2.3779877096512787e-4,-0.004956100597134901,0.007718926591147503,0.003912108972164002,0.006110023942599297,-0.0012012185091469065
Hyperoodon-ampullatus_NHMUK_CE1862.12.2.2_2.pts,NHMUK_CE1862.12.2.2,Hyperoodon_ampullatus,Ziphiidae,Other,oceanic,oceanic,oceanic,generalist,suction,suction,suction,10000,verydeep,Type2,-0.18279156593727686,-0.08736054451430199,0.050973303373202127,0.09302318487704493,0.060982729308407056,-0.101884427263254,-0.04197472938835457,0.05420573828916555,0.01908324056294903,-0.01606844295150254,0.005277996278841724,-0.00436874609951356,-0.06505823222828024,-8.011449411485551e-4,0.011612583534896897,0.0011440234077699108,0.017472697136761715,-0.002727771288899365,0.015828273649829135,0.029073979683319533,0.021635670341922583,6.831647273511836e-4,0.010829012570094871,-0.0015578170014435132,0.014938281596273133,-0.008268068480698509,0.02031572294694347,-0.014558439600161125,-0.016347101079744086,2.3682121004274845e-4,0.007614597134938124,-0.008129880929089079,0.00334227359798313,0.0022142074259878953,0.008097569664321173,0.01565384378263224,0.01495518921341493,0.01216849604507206,-0.004320817815237711,-0.009977997651004454,0.0020479819112377553,-0.0026571198800192904,-0.010312449806870762,0.004772274712962313,-0.0010263047797876355,0.009009085446481706,-0.004406071450991564,-0.004012121060279024,0.0022474232251830173,-6.960856637065489e-4,-0.004724828054225664,-0.006205300922778776,-0.0015886591368293587,-0.0019087017034218321,-0.0012290083010029719,-0.0034202471297800825,-6.267928317266125e-4,0.002081766787715781,-3.371488773162187e-4,4.03880497131802e-4,0.0021118488388969015,5.545393598847085e-5,0.0010895709060813252,-1.1861555387714906e-4,-7.291427412982393e-4,-0.003826930833475968,0.0014799246621615921,-7.002083809216058e-4
Hyperoodon-planifrons_NHMUK1934.7.23.3_2_reflected.pts,NHMUK1934.7.23.3,Hyperoodon_planifrons,Ziphiidae,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type2,-0.04641900844624566,-0.09454104464012072,0.021660620986627355,0.00720017044528447,-0.03795329860482508,-0.031204693327762812,-0.007227576909580694,-0.045000825486602516,-0.021329484499737855,-0.006290507951358751,-0.01045153641142188,0.018067635582754732,-0.017769140214823807,0.0053284645543056975,-0.021337129372135378,-0.013885194491545358,0.012785942867907072,0.02560462045934388,-0.014468728477708324,-0.005599766481496068,0.004793250153578177,0.0020270000495359935,0.005133866683212276,-0.007696474752056704,-0.010776774732718434,-0.003954618058091919,-0.005116490191984657,-0.0061852430958348375,0.005223644213166754,0.0018673654963348555,0.015394331531761637,0.009277238887926418,0.013455344235410503,0.006740148230123428,-0.009288211289601401,-0.004090042780474314,-0.010338671574903834,0.0012756454298603359,0.008713996977846066,0.004093864877803921,0.015024249919745833,0.0014971510447626408,-0.011666664991148108,-0.012257089475373475,-6.152500211790418e-4,0.003356949199486448,0.0010809353245871218,0.004927117116895767,0.0035108496363778535,-5.020077445279488e-4,-0.0018711393185750075,-7.593590442634718e-4,-0.005313365065304563,0.005138440156271812,0.006878431731278402,0.002341458809407834,0.004451568728226037,-0.010754771620478663,-7.610082973554328e-4,0.0032037234460593218,0.005874515177061024,-0.0024789503146562504,-0.00747195614783671,0.009001475675505615,-0.006669701348864697,-0.0014406704896016758,0.0014390637531841288,-0.00404825065016097
