filename,specID,taxon,family,group,habitat,habitat1,habitat2,diet,feeding,feeding1,feeding2,bodysize,divetype,hearingtype,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
Phocoena-dioptrica_NHMUK_CE1939.9.30.1_2.pts,NHMUKCE1939.9.30.1,Phocoena_dioptrica,Phocoenidae,Other,nearshore/oceanic,nearshore,oceanic,generalist,suction,suction,suction,115,mid,NBHF,-0.04405497514342326,-0.04427698809934035,-0.08889790397515519,-0.008201460550770225,-0.009594679986417123,0.029887414623186944,-0.02416302626742772,-0.010090373900512078,-0.015986955509370418,0.007621757493507264,-0.014722618565691702,0.02376209929856423,-0.023829776505657242,0.016422181005426327,-6.128719480126771e-4,0.016704530991425423,-0.009641815410697236,-0.007436539105138187,1.3150920536301395e-5,-0.004394589432937033
Phocoena-phocoena_NHMSW1954.15_2_reflected.pts,NHMUK_SW1954.15,Phocoena_phocoena,Phocoenidae,Phocoena_phocoena,nearshore/oceanic,nearshore,oceanic,generalist,suction,suction,suction,75,shallow,NBHF,0.013430368084810948,0.07165315203265439,0.0055952949340725465,0.026211863034070346,-0.011424585143946673,-0.035944293415651564,0.01783655318416856,-0.018238794076958123,0.030023427826570817,0.014520243629841653,-0.03271154905892294,0.017030541896028362,1.7938487086374759e-4,0.0012893816844810242,0.01751102917406051,0.006680695633953145,-0.005888278049200308,0.018167389972500888,0.0029707873132781594,-0.0051208238283336985
Phocoena-phocoena_NHMUK_1846.12.15.6_2_reflected.pts,365B,Phocoena_phocoena,Phocoenidae,Phocoena_phocoena,nearshore/oceanic,nearshore,oceanic,generalist,suction,suction,suction,75,shallow,NBHF,0.0044050312667196865,0.030813256805258333,-0.0250675917483225,-0.005062958520315884,-0.02079066628800649,0.01421288228273607,5.078578302398069e-4,0.02537728766235018,0.026661040822689247,-0.002622439831630761,-0.007589398751915457,-0.0038833804807623484,-0.016238783663768054,-0.029560030657054353,-0.014506942525370612,-0.013012401288019958,-0.02129878972099978,-4.2872080025442347e-5,-0.0012496679491854426,0.01547660347928613
Phocoena-phocoena_NHMUK_1873.6.3.45_2_reflected.pts,365I,Phocoena_phocoena,Phocoenidae,Phocoena_phocoena,nearshore/oceanic,nearshore,oceanic,generalist,suction,suction,suction,75,shallow,NBHF,0.10051044065764819,0.12669268797822258,0.03512553523783907,-0.030630493992229356,-0.030554376530389702,0.01096324660210538,-0.0580060682481887,-0.0034242954997366075,0.003844744278062585,-0.017996372397421516,-0.006812688014299325,-0.012776514083715655,3.337828518302327e-4,0.008154836799842614,0.004710134237446368,0.01020839229959431,0.010573462387460923,8.171744231612352e-5,-0.0032378849748093933,0.005675014217758021
Phocoena-phocoena_NHMUK1925.4.29.1_2_reflected.pts,NHMUK_1925.4.29,Phocoena_phocoena,Phocoenidae,Phocoena_phocoena,nearshore/oceanic,nearshore,oceanic,generalist,suction,suction,suction,75,shallow,NBHF,0.02091637398260816,0.045433953296953336,0.003547667420793266,0.0264348162472855,0.03351411732140202,0.014861526468566585,0.011299613716174543,0.0022171781974735906,0.036236330707507904,-0.031487710630633006,0.009500222577929594,0.007813306794333364,-0.019166120815007466,0.0022514924010629688,1.5608324486966475e-4,-0.011345510097627829,0.008707608687218834,-0.014941138816679153,0.0026444189322592667,-0.017173416684265908
Phocoena-phocoena_NHMUK1933.15_2_reflected.pts,NHMUK_1933.15,Phocoena_phocoena,Phocoenidae,Phocoena_phocoena,nearshore/oceanic,nearshore,oceanic,generalist,suction,suction,suction,75,shallow,NBHF,-0.01815166288029534,0.04480303856429097,0.0355054559740603,0.004506234022759079,0.049860859956901156,0.022385059686361022,-0.012401456610428005,-0.00985802108420431,-0.03078660329625042,-0.018055460394734383,0.0018839460474833515,0.020342015780157204,0.02634766528676772,-0.024338988925365908,5.257703336138461e-4,0.0032344807262383577,-0.018273104077035116,0.003940750241086473,-0.0011827703730252054,-0.006890115812596144
Phocoena-phocoena_NHMUK1933.17_2.pts,NHMUK_1933.17,Phocoena_phocoena,Phocoenidae,Phocoena_phocoena,nearshore/oceanic,nearshore,oceanic,generalist,suction,suction,suction,75,shallow,NBHF,-0.02519330985657441,-0.014293979036868461,-0.0343467807387378,-0.04222394964753449,0.04154160317265167,0.005714749139285453,-0.0033148982801602133,0.01792531820464449,1.1179953383587682e-4,0.01822325062357538,-0.022738288527134387,-0.041806794107394414,0.01041360051065904,-0.010123640528966159,0.010065471047081975,0.0011027238254292578,0.0029306007893917054,-0.0042530580315432625,0.014564629657209604,-0.008642818968174416
Phocoena-phocoena_NHMUK1934.45_2_reflected.pts,NHMUK_1934.45,Phocoena_phocoena,Phocoenidae,Phocoena_phocoena,nearshore/oceanic,nearshore,oceanic,generalist,suction,suction,suction,75,shallow,NBHF,-0.06303239437691682,-0.05260996438565328,0.05652698547098213,-0.021950174180163387,-0.030057218344277,-0.03181478348384994,-0.006728099500122107,-0.014950828126604842,0.02378673643197628,0.012867520033728229,0.026403194561838615,-0.0010035169337504876,0.007415471691459085,-0.001880211878940238,-0.003085902252117619,0.020120404569916744,-0.013826466394958646,-0.016533134248401016,0.008897333173170993,-0.0017445123976926938
Phocoena-phocoena_NHMUK1934.51_2_reflected.pts,NHMUK_1934.51,Phocoena_phocoena,Phocoenidae,Phocoena_phocoena,nearshore/oceanic,nearshore,oceanic,generalist,suction,suction,suction,75,shallow,NBHF,-0.04964460353577172,-0.0074142992564954395,0.0044369650532104605,-0.042717651453236485,-0.05996914341035099,-4.496336723534162e-4,0.03280851010716702,-0.006642674092118407,-0.018810296335268876,-0.008401036694349651,-0.01904308259555981,0.012930453125684369,0.009437088061732608,-0.017421138982499848,0.012588410870123504,-0.009048676656700949,0.01506499043767061,-0.01569331641420117,-0.00853635970276737,7.677007231320771e-4
Phocoena-phocoena_NHMUK1965.3.30.1_2_reflected.pts,NHMUK_1965.3.30.1,Phocoena_phocoena,Phocoenidae,Phocoena_phocoena,nearshore/oceanic,nearshore,oceanic,generalist,suction,suction,suction,75,shallow,NBHF,-0.0022719777418675597,0.023545852094598654,-0.03516891022280151,-0.00847570910677836,0.017329806677816258,0.013835741309720602,-0.015070668553526024,0.018331936591821595,0.02321967304524085,0.035692969980505335,0.016922552156181433,0.02644149560394129,0.03290964791814203,0.010813561951500955,-0.001595508669284354,-0.013661043125278612,0.010936124710407997,-0.0015902349087339282,-0.004444230914509023,0.004626530451189159
Phocoena-phocoena_NHMUK1992.263_3_reflected.pts,NHMUK_1992.263,Phocoena_phocoena,Phocoenidae,Phocoena_phocoena,nearshore/oceanic,nearshore,oceanic,generalist,suction,suction,suction,75,shallow,NBHF,-0.033858452161575917,0.0011492996878200404,-0.01954563846247501,-0.008327249521314478,0.0037528310816818955,0.01822972264682201,0.02498287288747423,0.023400696902973462,0.0015028217961844267,-0.008811622532229337,0.034261947216054515,-0.012290370948807763,-0.0070269966557064785,0.0028121943076582436,0.03090296906189462,0.01623676607980324,-0.0031924013035481663,0.010387357690940619,-0.013266177672174192,0.003622003330025211
Phocoena-phocoena_NHMUK92.265_2_reflected.pts,NHMUK_92.965,Phocoena_phocoena,Phocoenidae,Phocoena_phocoena,nearshore/oceanic,nearshore,oceanic,generalist,suction,suction,suction,75,shallow,NBHF,9.086517644971634e-4,0.06615963731972276,-0.021391540148842425,-0.0164391795842023,-0.007922303575084357,-0.008449116719852719,0.013101442930851867,-0.019746037589548942,-0.009309813872294813,0.021473126096652483,0.01626789145358499,-0.012386627946330133,-0.01034200159648315,-0.015119230977184858,-0.030494223289096744,0.007980164540744123,0.01102563245743169,0.010512792405528132,-0.012358283146401782,-0.012157091591163368
Phocoena-phocoena_NHMUKSW1926.29_2.pts,NHMUK_SW1926.29,Phocoena_phocoena,Phocoenidae,Phocoena_phocoena,nearshore/oceanic,nearshore,oceanic,generalist,suction,suction,suction,75,shallow,NBHF,-0.005702831472036102,0.01684187830629084,0.023527182110533024,0.05822362492588022,0.03284878459886221,-0.013786256586854544,-0.011628894230491276,-0.032329590810644286,-0.017298645171723796,0.027318876241450286,0.0010247892278410047,-0.01669237408326666,-0.016025875559764344,0.0018629332744350138,0.013372687950150498,-0.01671118148943816,-0.0038125190354776966,-0.01259691704251186,-0.011701950825089796,0.008059214388707128
Phocoena-phocoena_NHMUKSW1934.14_2_reflected.pts,NHMUK_SW1934.14,Phocoena_phocoena,Phocoenidae,Phocoena_phocoena,nearshore/oceanic,nearshore,oceanic,generalist,suction,suction,suction,75,shallow,NBHF,-0.017783600903593395,0.0123042281048823,0.0590162597384426,-0.00836186718212384,-0.00997801192533025,0.0016410855133038996,-0.0026377274194903833,0.027135358924657266,-0.02860655265114077,0.01728363081440837,0.013354729242922012,0.017844683635260053,-0.028125781705894207,-0.0015755040575688444,0.0036961137130336677,-0.01016581835103875,0.008712550359980486,0.009212045604022797,0.02078535539510351,2.4290100769780112e-4
