filename,specID,taxon,family,group,habitat,habitat1,habitat2,diet,feeding,feeding1,feeding2,bodysize,divetype,hearingtype,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12
Berardius-arnuxii_NHMUK_CE1982.315_2.pts,NHMUK_CE1982.315,Berardius_arnuxii,Ziphiidae,Other,oceanic,oceanic,oceanic,generalist,suction,suction,suction,9000,verydeep,Type2,4.436402435679556,0.5185901394961552,0.8583890786037902,-1.1335241009176888,1.6552900424801065,-0.33545593908084786,2.1217616406326045,-0.11844409802031164,0.6021820860984886,-0.12525362499048948,-0.029193642664714123,-0.003614270753639219
Cephalorhynchus-commersonii_NHMUK_CE1952.6.20.4_2.pts,NHMUK_CE1952.6.20.4,Cephalorhynchus_commersonii,Delphinidae,Other,nearshore,nearshore,nearshore,generalist,raptorial/suction,raptorial,suction,66,shallow,NBHF,-1.9238956965486431,0.9868596872076159,0.9711043425736694,-0.1367998666620983,-0.31062446363800966,-0.9453867469113642,0.7940419285155093,-0.18331832087720773,0.4915723071598556,-0.13327005970867198,0.0267413046831282,-0.001561548105111334
Cephalorhynchus-heavisidii_NHMUK_CE1948.7.27.1_2.pts,NHMUK_CE1948.7.27.1,Cephalorhynchus_heavisidii,Delphinidae,Other,nearshore,nearshore,nearshore,generalist,raptorial/suction,raptorial,suction,75,shallow,NBHF,-1.5954929212462672,0.2191834834772701,-0.38754413200104465,1.056510719974713,0.4688864754835297,-0.6491554824488692,0.20892876642770286,-0.5637972536002471,-0.18205074777716868,-7.312173218324523e-4,0.049567165022820034,0.0017656779231757958
Delphinapterus-leucas_NMBCIII1086.pts,NMBCIII1086,Delphinapterus_leucas,Mondontidae,Other,nearshore/oceanic,nearshore,oceanic,fish,suction,suction,suction,1600,mid,Type2,4.420004171178138,4.692445028879751,-0.48369882186316243,-2.026413397352604,-1.93238244391262,0.0865933716433713,-0.7345337575693515,-0.10919399822869108,-0.25071608627914344,-0.21956645658814047,-0.015216429152717217,0.08693581468022717
Delphinus-delphis_NMB6679.pts,NMB6679,Delphinus_delphis,Delphinidae,Other,nearshore/oceanic,nearshore,oceanic,fish,raptorial,raptorial,raptorial,200,mid,Type2,-1.541069949776119,1.1371948270708812,-1.4035692825001476,-0.6534520883778613,-0.29300724358281777,-0.7746338448636823,0.2349458392181007,0.19589829602939823,-0.29732821869793646,0.04944084295070697,0.0016180723020452169,-0.020766454685319014
Feresa-attenuata_NHMUK_CE1874.11.25.1_2.pts,NHMUK_CE1874.11.25.1,Feresa_attenuata,Delphinidae,Other,oceanic,oceanic,oceanic,generalist,raptorial,raptorial,raptorial,225,deep,Type2,-0.09227963764222583,0.12486491975460184,0.22159694307924746,0.7710470315811724,0.32551195619930784,-0.40606698211344516,-0.1392184182256439,-0.2789751061946633,-0.9225865810485564,0.009919637008981078,0.03201217469619219,0.015299532034678232
Globicephala-melas_NHMUK_CE1947.12.31.4_2.pts,NHMUK_CE1947.12.31.4,Globicephala_melas,Delphinidae,Other,nearshore/oceanic,nearshore,oceanic,generalist,suction,suction,suction,2300,deep,Type2,2.204382852925149,1.9822488426083293,-0.9547322425078785,3.0021092606454483,0.31944692137729497,-0.9529039233099537,-0.6241127485944207,0.676063063340439,0.5907191560569536,-0.042815595625078355,0.04654923238326963,0.04473479843772557
Grampus-griseus_NHMUK_CE1920.12.16.1_3.pts,NHMUK_CE1920.12.16.1,Grampus_griseus,Delphinidae,Other,nearshore/oceanic,nearshore,oceanic,cephalopods,suction,suction,suction,500,deep,Type2,2.2192129373310268,1.8360753672740966,-1.6038455936708433,1.2315626294203657,0.8656958105450869,0.10252435625669376,-0.3328430923419676,0.13705814678847877,-0.27214020865657207,0.02260173008880822,-0.011312856316289092,0.06130843729633856
Hyperoodon-ampullatus_NHMUK_CE1862.12.2.2_2.pts,NHMUK_CE1862.12.2.2,Hyperoodon_ampullatus,Ziphiidae,Other,oceanic,oceanic,oceanic,generalist,suction,suction,suction,10000,verydeep,Type2,7.839728607200792,-2.622999451916136,1.2956788487430062,-0.37798076964326977,1.229039207939872,-1.7511170431849306,-1.3879893386056583,0.2591227241116898,0.21283446332453526,0.07978718273941193,-0.03689390347087351,-0.02975970272789442
Hyperoodon-planifrons_NHMUK1934.7.23.3_2_reflected.pts,NHMUK1934.7.23.3,Hyperoodon_planifrons,Ziphiidae,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type2,4.3565138285528295,-1.667187933451735,0.7402913144803887,-0.3365827686320288,-1.1586422450485103,-1.450193517354938,0.3842255550929027,0.5318624111969613,-0.0455902518815238,0.013339460888407026,0.027947011372334993,0.01657441268323617
